C0-I	C1-I
TRINITY_DN11818_c0_g1_i7	TRINITY_DN12007_c0_g1_i4
TRINITY_DN11838_c0_g1_i1	TRINITY_DN1200_c0_g1_i26
TRINITY_DN11838_c0_g1_i6	TRINITY_DN12017_c0_g1_i2
TRINITY_DN1183_c0_g1_i1	TRINITY_DN1201_c1_g1_i12
TRINITY_DN11843_c0_g1_i1	TRINITY_DN1201_c4_g1_i2
TRINITY_DN11857_c0_g1_i7	TRINITY_DN1203_c0_g1_i5
TRINITY_DN11861_c0_g3_i1	TRINITY_DN1203_c2_g1_i1
TRINITY_DN11863_c1_g1_i1	TRINITY_DN1203_c4_g1_i1
TRINITY_DN11868_c0_g1_i1	TRINITY_DN1204_c0_g1_i2
TRINITY_DN1186_c0_g2_i1	TRINITY_DN1204_c1_g1_i8
TRINITY_DN11870_c0_g1_i6	TRINITY_DN1204_c8_g2_i6
TRINITY_DN11870_c0_g2_i3	TRINITY_DN1204_c8_g3_i3
TRINITY_DN11876_c0_g1_i3	TRINITY_DN12053_c0_g1_i2
TRINITY_DN11885_c0_g1_i11	TRINITY_DN1205_c0_g3_i1
TRINITY_DN11892_c0_g2_i1	TRINITY_DN12060_c0_g5_i1
TRINITY_DN118973_c0_g1_i8	TRINITY_DN12060_c0_g6_i2
TRINITY_DN1189_c0_g1_i3	TRINITY_DN12073_c0_g1_i2
TRINITY_DN11902_c0_g1_i15	TRINITY_DN12087_c0_g1_i2
TRINITY_DN11902_c0_g1_i6	TRINITY_DN12088_c0_g3_i7
TRINITY_DN11902_c0_g1_i7	TRINITY_DN120_c1_g1_i5
TRINITY_DN119095_c0_g2_i1	TRINITY_DN120_c2_g1_i1
TRINITY_DN11912_c0_g1_i1	TRINITY_DN1210_c0_g2_i1
TRINITY_DN11912_c0_g1_i2	TRINITY_DN1210_c2_g1_i1
TRINITY_DN11915_c0_g1_i12	TRINITY_DN1210_c2_g2_i1
TRINITY_DN11915_c0_g1_i7	TRINITY_DN121133_c0_g1_i2
TRINITY_DN11923_c0_g8_i2	TRINITY_DN12118_c0_g1_i1
TRINITY_DN11926_c0_g1_i2	TRINITY_DN1211_c0_g1_i1
TRINITY_DN11927_c0_g1_i5	TRINITY_DN1212_c1_g4_i1
TRINITY_DN1192_c0_g2_i2	TRINITY_DN12132_c0_g1_i1
TRINITY_DN11935_c0_g1_i1	TRINITY_DN12148_c0_g1_i8
TRINITY_DN11952_c0_g1_i4	TRINITY_DN1215_c0_g1_i4
TRINITY_DN11959_c0_g1_i4	TRINITY_DN12169_c0_g2_i1
TRINITY_DN11959_c0_g2_i2	TRINITY_DN1216_c0_g1_i4
TRINITY_DN11966_c0_g1_i1	TRINITY_DN1216_c0_g1_i6
TRINITY_DN1196_c1_g1_i3	TRINITY_DN1216_c0_g2_i3
TRINITY_DN11972_c0_g1_i11	TRINITY_DN1217_c1_g2_i3
TRINITY_DN11972_c0_g1_i13	TRINITY_DN1219_c4_g1_i2
TRINITY_DN11972_c0_g1_i16	TRINITY_DN1219_c7_g1_i1
TRINITY_DN11977_c0_g1_i7	TRINITY_DN121_c0_g2_i11
TRINITY_DN1197_c0_g1_i2	TRINITY_DN121_c0_g2_i15
TRINITY_DN11987_c0_g1_i1	TRINITY_DN12203_c0_g3_i3
TRINITY_DN11987_c0_g2_i1	TRINITY_DN12222_c2_g2_i5
TRINITY_DN11990_c0_g3_i6	TRINITY_DN12222_c2_g3_i1
TRINITY_DN11990_c0_g4_i1	TRINITY_DN12225_c0_g1_i10
TRINITY_DN11994_c0_g2_i2	TRINITY_DN1222_c0_g1_i11
TRINITY_DN11999_c0_g2_i7	TRINITY_DN12231_c0_g1_i8
TRINITY_DN119_c2_g1_i10	TRINITY_DN12232_c0_g1_i2
TRINITY_DN119_c2_g2_i1	TRINITY_DN12232_c0_g1_i4
TRINITY_DN119_c6_g2_i1	TRINITY_DN12232_c0_g1_i7
TRINITY_DN11_c5_g1_i4	TRINITY_DN12249_c0_g1_i1
TRINITY_DN12002_c0_g1_i8	TRINITY_DN12262_c0_g2_i9
TRINITY_DN12003_c0_g1_i2	TRINITY_DN1226_c3_g1_i1
TRINITY_DN12004_c0_g1_i1	TRINITY_DN1227_c1_g1_i1
TRINITY_DN12008_c0_g1_i1	TRINITY_DN12306_c0_g1_i6
TRINITY_DN12015_c0_g1_i19	TRINITY_DN123105_c3_g3_i1
TRINITY_DN1201_c0_g1_i2	TRINITY_DN12317_c0_g1_i1
TRINITY_DN1201_c8_g1_i2	TRINITY_DN12319_c0_g2_i1
TRINITY_DN1203_c0_g1_i9	TRINITY_DN12327_c0_g1_i8
TRINITY_DN1203_c0_g2_i2	TRINITY_DN1232_c0_g1_i2
TRINITY_DN1204_c0_g1_i1	TRINITY_DN12330_c0_g1_i5
TRINITY_DN12058_c0_g1_i3	TRINITY_DN1233_c0_g1_i10
TRINITY_DN1205_c0_g2_i5	TRINITY_DN12343_c1_g2_i1
TRINITY_DN12064_c0_g1_i2	TRINITY_DN12347_c1_g1_i1
TRINITY_DN12064_c0_g1_i3	TRINITY_DN12348_c0_g1_i2
TRINITY_DN12071_c0_g1_i2	TRINITY_DN1234_c0_g3_i1
TRINITY_DN12074_c1_g1_i2	TRINITY_DN1234_c3_g1_i2
TRINITY_DN12082_c0_g1_i2	TRINITY_DN12365_c0_g1_i7
TRINITY_DN12095_c0_g1_i2	TRINITY_DN12368_c1_g1_i1
TRINITY_DN120_c0_g1_i2	TRINITY_DN12377_c0_g1_i5
TRINITY_DN120_c1_g1_i7	TRINITY_DN12392_c0_g1_i2
TRINITY_DN120_c2_g2_i1	TRINITY_DN1239_c1_g1_i3
TRINITY_DN12104_c0_g1_i9	TRINITY_DN12404_c0_g1_i1
TRINITY_DN12114_c1_g1_i1	TRINITY_DN12405_c0_g1_i2
TRINITY_DN12124_c0_g1_i4	TRINITY_DN12409_c0_g1_i5
TRINITY_DN12128_c0_g2_i1	TRINITY_DN12413_c0_g2_i1
TRINITY_DN1212_c0_g5_i1	TRINITY_DN12416_c0_g3_i1
TRINITY_DN12130_c0_g1_i1	TRINITY_DN12416_c0_g3_i3
TRINITY_DN12145_c0_g1_i2	TRINITY_DN12419_c0_g1_i1
TRINITY_DN12148_c1_g3_i1	TRINITY_DN1241_c0_g1_i3
TRINITY_DN12154_c0_g1_i2	TRINITY_DN1241_c0_g2_i5
TRINITY_DN12155_c0_g1_i1	TRINITY_DN1242_c0_g4_i1
TRINITY_DN12158_c0_g1_i12	TRINITY_DN124335_c0_g1_i1
TRINITY_DN1215_c0_g1_i2	TRINITY_DN12434_c0_g1_i1
TRINITY_DN1215_c0_g1_i6	TRINITY_DN12441_c0_g2_i1
TRINITY_DN1215_c0_g1_i8	TRINITY_DN12449_c0_g1_i3
TRINITY_DN1215_c0_g1_i9	TRINITY_DN12450_c0_g1_i6
TRINITY_DN12173_c1_g1_i1	TRINITY_DN12453_c0_g1_i5
TRINITY_DN12179_c0_g2_i1	TRINITY_DN12465_c0_g2_i1
TRINITY_DN12180_c0_g3_i1	TRINITY_DN12492_c0_g1_i2
TRINITY_DN121832_c0_g1_i2	TRINITY_DN124_c0_g1_i7
TRINITY_DN1218_c1_g1_i2	TRINITY_DN12501_c0_g1_i11
TRINITY_DN1219_c0_g2_i8	TRINITY_DN1250_c2_g1_i1
TRINITY_DN1219_c1_g1_i5	TRINITY_DN1252_c0_g1_i4
TRINITY_DN121_c0_g2_i17	TRINITY_DN12536_c1_g1_i4
TRINITY_DN121_c0_g3_i1	TRINITY_DN12536_c1_g2_i2
TRINITY_DN121_c13_g1_i1	TRINITY_DN12538_c1_g1_i1
TRINITY_DN121_c2_g1_i2	TRINITY_DN1253_c3_g3_i1
TRINITY_DN121_c2_g1_i4	TRINITY_DN1253_c3_g3_i6
TRINITY_DN12205_c0_g1_i15	TRINITY_DN12540_c0_g2_i4
TRINITY_DN12205_c0_g1_i9	TRINITY_DN12559_c0_g1_i3
TRINITY_DN12209_c0_g1_i1	TRINITY_DN1255_c0_g3_i1
TRINITY_DN12212_c0_g2_i1	TRINITY_DN12562_c0_g2_i1
TRINITY_DN122260_c0_g1_i1	TRINITY_DN1257_c0_g2_i2
TRINITY_DN1222_c0_g1_i3	TRINITY_DN12599_c0_g1_i2
TRINITY_DN1222_c0_g2_i1	TRINITY_DN125_c0_g1_i14
TRINITY_DN1222_c0_g3_i2	TRINITY_DN125_c0_g1_i2
TRINITY_DN12252_c0_g1_i1	TRINITY_DN12619_c0_g4_i1
TRINITY_DN12257_c0_g4_i1	TRINITY_DN12622_c0_g2_i9
TRINITY_DN1225_c0_g1_i14	TRINITY_DN1264_c0_g5_i1
TRINITY_DN12261_c0_g1_i10	TRINITY_DN1265_c0_g3_i1
TRINITY_DN12264_c0_g1_i6	TRINITY_DN12671_c0_g1_i5
TRINITY_DN12272_c0_g1_i4	TRINITY_DN12671_c0_g1_i7
TRINITY_DN1227_c3_g2_i1	TRINITY_DN12689_c0_g1_i1
TRINITY_DN12280_c0_g1_i13	TRINITY_DN1271_c0_g1_i1
TRINITY_DN1228_c0_g2_i5	TRINITY_DN1271_c0_g1_i4
TRINITY_DN1228_c0_g2_i8	TRINITY_DN127248_c1_g1_i1
TRINITY_DN1229_c0_g2_i7	TRINITY_DN1272_c0_g3_i1
TRINITY_DN1229_c0_g3_i1	TRINITY_DN12731_c0_g1_i1
TRINITY_DN1229_c1_g1_i2	TRINITY_DN12738_c0_g1_i4
TRINITY_DN122_c0_g1_i2	TRINITY_DN12739_c0_g1_i3
TRINITY_DN122_c0_g1_i4	TRINITY_DN12748_c0_g3_i1
TRINITY_DN1230_c0_g2_i1	TRINITY_DN12798_c0_g1_i2
TRINITY_DN1231_c0_g1_i1	TRINITY_DN127_c1_g1_i2
TRINITY_DN12320_c0_g1_i1	TRINITY_DN12833_c0_g1_i2
TRINITY_DN12323_c0_g1_i1	TRINITY_DN1284_c0_g2_i1
TRINITY_DN12327_c0_g1_i1	TRINITY_DN1284_c0_g2_i3
TRINITY_DN12327_c0_g1_i9	TRINITY_DN1284_c0_g2_i4
TRINITY_DN12330_c0_g1_i7	TRINITY_DN1284_c0_g7_i1
TRINITY_DN1233_c0_g1_i3	TRINITY_DN1284_c1_g1_i2
TRINITY_DN1234_c0_g1_i3	TRINITY_DN1284_c2_g1_i4
TRINITY_DN12358_c0_g2_i2	TRINITY_DN1284_c2_g1_i9
TRINITY_DN12358_c0_g2_i4	TRINITY_DN12856_c0_g1_i1
TRINITY_DN1235_c1_g4_i1	TRINITY_DN12858_c0_g1_i4
TRINITY_DN1235_c5_g1_i1	TRINITY_DN12858_c0_g1_i6
TRINITY_DN12360_c0_g1_i2	TRINITY_DN1285_c0_g1_i3
TRINITY_DN12405_c0_g1_i1	TRINITY_DN12866_c1_g1_i1
TRINITY_DN12408_c0_g1_i17	TRINITY_DN12873_c0_g1_i1
TRINITY_DN12416_c0_g1_i2	TRINITY_DN12875_c0_g2_i1
TRINITY_DN1241_c0_g2_i1	TRINITY_DN1287_c0_g1_i4
TRINITY_DN12432_c0_g1_i2	TRINITY_DN1287_c1_g1_i20
TRINITY_DN12432_c0_g1_i3	TRINITY_DN1287_c1_g1_i3
TRINITY_DN12441_c0_g1_i1	TRINITY_DN1287_c1_g1_i4
TRINITY_DN12443_c2_g1_i1	TRINITY_DN12885_c0_g1_i6
TRINITY_DN12454_c0_g1_i1	TRINITY_DN12903_c0_g1_i1
TRINITY_DN12454_c0_g1_i10	TRINITY_DN12933_c0_g1_i1
TRINITY_DN12454_c0_g1_i2	TRINITY_DN1294_c0_g1_i24
TRINITY_DN12454_c0_g1_i9	TRINITY_DN1294_c0_g1_i32
TRINITY_DN12463_c0_g1_i15	TRINITY_DN1294_c0_g1_i40
TRINITY_DN12473_c0_g1_i13	TRINITY_DN1294_c1_g1_i1
TRINITY_DN12491_c0_g1_i1	TRINITY_DN129833_c2_g1_i1
TRINITY_DN124_c0_g1_i10	TRINITY_DN12983_c0_g1_i1
TRINITY_DN124_c0_g1_i2	TRINITY_DN12985_c0_g1_i7
TRINITY_DN124_c1_g6_i1	TRINITY_DN1298_c0_g2_i3
TRINITY_DN12500_c0_g1_i1	TRINITY_DN1298_c1_g1_i2
TRINITY_DN12501_c0_g1_i3	TRINITY_DN1298_c2_g1_i1
TRINITY_DN1251_c0_g1_i1	TRINITY_DN1298_c2_g1_i3
TRINITY_DN1251_c0_g1_i2	TRINITY_DN1298_c2_g2_i4
TRINITY_DN12527_c0_g2_i3	TRINITY_DN1299_c4_g1_i1
TRINITY_DN12529_c0_g1_i20	TRINITY_DN129_c1_g1_i11
TRINITY_DN1254_c0_g1_i3	TRINITY_DN129_c1_g1_i2
TRINITY_DN12551_c0_g1_i1	TRINITY_DN129_c1_g1_i3
TRINITY_DN1255_c0_g2_i4	TRINITY_DN129_c1_g4_i2
TRINITY_DN12573_c0_g1_i3	TRINITY_DN129_c8_g1_i1
TRINITY_DN1257_c0_g2_i1	TRINITY_DN13002_c0_g2_i7
TRINITY_DN1258_c0_g1_i2	TRINITY_DN13015_c0_g1_i1
TRINITY_DN1259_c0_g1_i2	TRINITY_DN13027_c0_g1_i6
TRINITY_DN126167_c0_g1_i1	TRINITY_DN13028_c1_g1_i1
TRINITY_DN1261_c0_g2_i2	TRINITY_DN13028_c1_g1_i5
TRINITY_DN12628_c0_g1_i3	TRINITY_DN13029_c1_g1_i2
TRINITY_DN1263_c0_g2_i1	TRINITY_DN13052_c0_g2_i1
TRINITY_DN12651_c0_g1_i1	TRINITY_DN1305_c0_g1_i1
TRINITY_DN12653_c0_g1_i2	TRINITY_DN13073_c0_g1_i1
TRINITY_DN12666_c0_g1_i5	TRINITY_DN1308_c0_g1_i6
TRINITY_DN12673_c0_g1_i2	TRINITY_DN1308_c5_g1_i1
TRINITY_DN1267_c0_g1_i4	TRINITY_DN13095_c0_g3_i1
TRINITY_DN1268_c0_g1_i1	TRINITY_DN1309_c1_g1_i4
TRINITY_DN1268_c0_g1_i5	TRINITY_DN1309_c1_g3_i1
TRINITY_DN12696_c0_g1_i2	TRINITY_DN1309_c1_g4_i1
TRINITY_DN127158_c0_g1_i1	TRINITY_DN13105_c0_g1_i6
TRINITY_DN12730_c1_g1_i1	TRINITY_DN13105_c1_g1_i1
TRINITY_DN12731_c0_g1_i14	TRINITY_DN13113_c0_g1_i14
TRINITY_DN12731_c0_g1_i2	TRINITY_DN13125_c0_g1_i9
TRINITY_DN12731_c0_g1_i9	TRINITY_DN13126_c0_g1_i3
TRINITY_DN12732_c1_g2_i1	TRINITY_DN13129_c0_g1_i1
TRINITY_DN12753_c0_g1_i3	TRINITY_DN13129_c0_g1_i3
TRINITY_DN12757_c1_g1_i1	TRINITY_DN13131_c1_g1_i1
TRINITY_DN1276_c0_g3_i1	TRINITY_DN13136_c0_g1_i1
TRINITY_DN1277_c0_g1_i9	TRINITY_DN1313_c1_g6_i1
TRINITY_DN1278_c0_g2_i10	TRINITY_DN13142_c0_g4_i1
TRINITY_DN1281_c0_g1_i14	TRINITY_DN13142_c1_g2_i1
TRINITY_DN1281_c0_g1_i4	TRINITY_DN131448_c1_g1_i1
TRINITY_DN12821_c0_g3_i1	TRINITY_DN1314_c0_g1_i1
TRINITY_DN12826_c0_g2_i1	TRINITY_DN1314_c0_g1_i5
TRINITY_DN12837_c0_g1_i2	TRINITY_DN1314_c0_g1_i6
TRINITY_DN1283_c0_g1_i1	TRINITY_DN1315_c0_g3_i1
TRINITY_DN12840_c0_g1_i7	TRINITY_DN13162_c0_g1_i2
TRINITY_DN12841_c0_g1_i10	TRINITY_DN13165_c0_g1_i2
TRINITY_DN12841_c0_g1_i13	TRINITY_DN13178_c1_g1_i1
TRINITY_DN12842_c0_g1_i9	TRINITY_DN13199_c0_g1_i2
TRINITY_DN12845_c0_g2_i2	TRINITY_DN1319_c0_g1_i10
TRINITY_DN12845_c0_g2_i5	TRINITY_DN131_c0_g1_i1
TRINITY_DN12848_c0_g1_i12	TRINITY_DN131_c0_g3_i2
TRINITY_DN1284_c0_g1_i3	TRINITY_DN13217_c0_g2_i1
TRINITY_DN1284_c0_g1_i5	TRINITY_DN13220_c0_g1_i4
TRINITY_DN1284_c3_g1_i3	TRINITY_DN13238_c1_g1_i1
TRINITY_DN12852_c0_g2_i1	TRINITY_DN13239_c0_g1_i1
TRINITY_DN12866_c3_g1_i1	TRINITY_DN13239_c0_g2_i1
TRINITY_DN12870_c1_g1_i1	TRINITY_DN1323_c0_g1_i5
TRINITY_DN12873_c0_g1_i2	TRINITY_DN1325_c3_g1_i2
TRINITY_DN12882_c0_g1_i19	TRINITY_DN1325_c3_g2_i1
TRINITY_DN12882_c0_g1_i25	TRINITY_DN13277_c0_g1_i10
TRINITY_DN12885_c0_g1_i2	TRINITY_DN1327_c0_g2_i3
TRINITY_DN12897_c0_g1_i4	TRINITY_DN132877_c0_g2_i6
TRINITY_DN1289_c0_g8_i1	TRINITY_DN13293_c1_g1_i1
TRINITY_DN1289_c2_g1_i3	TRINITY_DN1329_c1_g1_i4
TRINITY_DN128_c2_g1_i1	TRINITY_DN1329_c7_g1_i1
TRINITY_DN12905_c0_g1_i3	TRINITY_DN133043_c0_g1_i1
TRINITY_DN1290_c0_g1_i1	TRINITY_DN13309_c1_g1_i7
TRINITY_DN1290_c0_g1_i12	TRINITY_DN13312_c1_g1_i1
TRINITY_DN1290_c0_g1_i5	TRINITY_DN13329_c0_g1_i3
TRINITY_DN1290_c0_g1_i8	TRINITY_DN13329_c0_g1_i8
TRINITY_DN1290_c0_g2_i5	TRINITY_DN1332_c0_g4_i1
TRINITY_DN1290_c1_g1_i1	TRINITY_DN1332_c1_g2_i1
TRINITY_DN1291_c0_g1_i1	TRINITY_DN13345_c0_g2_i1
TRINITY_DN12935_c2_g1_i1	TRINITY_DN1335_c0_g2_i6
TRINITY_DN129465_c0_g1_i5	TRINITY_DN1336_c0_g1_i2
TRINITY_DN1295_c0_g1_i2	TRINITY_DN13373_c0_g2_i1
TRINITY_DN1295_c0_g3_i1	TRINITY_DN13398_c0_g1_i1
TRINITY_DN1295_c0_g4_i1	TRINITY_DN13401_c0_g1_i6
TRINITY_DN1295_c2_g1_i2	TRINITY_DN13422_c0_g1_i2
TRINITY_DN1296_c0_g1_i5	TRINITY_DN13426_c0_g1_i12
TRINITY_DN12981_c1_g1_i2	TRINITY_DN13427_c0_g1_i14
TRINITY_DN12983_c0_g1_i2	TRINITY_DN134307_c0_g1_i2
TRINITY_DN12987_c0_g2_i1	TRINITY_DN13446_c0_g1_i5
TRINITY_DN1298_c2_g3_i1	TRINITY_DN1344_c0_g1_i5
TRINITY_DN129_c2_g2_i2	TRINITY_DN134568_c0_g1_i4
TRINITY_DN12_c0_g1_i30	TRINITY_DN134586_c0_g1_i1
TRINITY_DN12_c0_g1_i6	TRINITY_DN13459_c1_g1_i3
TRINITY_DN13005_c0_g2_i6	TRINITY_DN1346_c0_g1_i7
TRINITY_DN13005_c0_g3_i1	TRINITY_DN13476_c0_g1_i1
TRINITY_DN1300_c0_g1_i5	TRINITY_DN1347_c0_g1_i1
TRINITY_DN13010_c0_g1_i1	TRINITY_DN134_c0_g1_i1
TRINITY_DN13010_c0_g1_i3	TRINITY_DN134_c0_g1_i11
TRINITY_DN13015_c0_g2_i8	TRINITY_DN134_c0_g1_i7
TRINITY_DN1301_c0_g2_i2	TRINITY_DN134_c0_g1_i8
TRINITY_DN13020_c0_g1_i3	TRINITY_DN134_c0_g1_i9
TRINITY_DN13034_c0_g1_i6	TRINITY_DN13502_c0_g1_i1
TRINITY_DN13036_c1_g1_i1	TRINITY_DN13512_c0_g1_i7
TRINITY_DN1303_c0_g1_i3	TRINITY_DN1351_c0_g1_i10
TRINITY_DN13067_c0_g1_i2	TRINITY_DN1351_c0_g1_i12
TRINITY_DN13067_c0_g1_i3	TRINITY_DN1351_c0_g1_i13
TRINITY_DN1307_c0_g1_i5	TRINITY_DN1353_c0_g2_i1
TRINITY_DN1308_c0_g1_i12	TRINITY_DN1354_c0_g3_i2
TRINITY_DN1308_c0_g1_i15	TRINITY_DN13570_c0_g2_i1
TRINITY_DN1308_c3_g1_i1	TRINITY_DN135710_c0_g3_i1
TRINITY_DN1309_c1_g1_i1	TRINITY_DN1357_c0_g1_i4
TRINITY_DN1309_c1_g2_i2	TRINITY_DN13594_c0_g1_i1
TRINITY_DN1310_c0_g1_i3	TRINITY_DN1359_c0_g1_i4
TRINITY_DN13112_c0_g2_i3	TRINITY_DN13607_c0_g2_i2
TRINITY_DN13112_c0_g3_i1	TRINITY_DN13615_c0_g1_i1
TRINITY_DN13112_c0_g7_i1	TRINITY_DN1361_c0_g1_i2
TRINITY_DN1311_c0_g1_i2	TRINITY_DN1361_c0_g1_i3
TRINITY_DN13121_c0_g1_i3	TRINITY_DN13625_c0_g3_i1
TRINITY_DN1312_c0_g2_i2	TRINITY_DN1363_c0_g2_i1
TRINITY_DN1312_c2_g1_i2	TRINITY_DN1363_c0_g2_i2
TRINITY_DN13137_c1_g1_i3	TRINITY_DN136487_c1_g1_i1
TRINITY_DN1313_c1_g3_i1	TRINITY_DN13648_c0_g1_i1
TRINITY_DN1313_c26_g1_i1	TRINITY_DN1365_c0_g1_i3
TRINITY_DN1313_c2_g1_i1	TRINITY_DN1365_c1_g1_i3
TRINITY_DN1313_c5_g1_i1	TRINITY_DN1366_c0_g1_i3
TRINITY_DN1313_c5_g2_i1	TRINITY_DN13683_c0_g1_i1
TRINITY_DN131646_c0_g1_i7	TRINITY_DN13699_c0_g1_i1
TRINITY_DN1318_c0_g1_i1	TRINITY_DN13702_c0_g1_i5
TRINITY_DN13197_c0_g1_i1	TRINITY_DN13724_c0_g1_i2
TRINITY_DN1319_c0_g1_i3	TRINITY_DN13728_c0_g1_i2
TRINITY_DN1319_c0_g1_i4	TRINITY_DN13745_c2_g1_i4
TRINITY_DN13204_c0_g2_i1	TRINITY_DN1374_c0_g2_i1
TRINITY_DN13219_c1_g1_i2	TRINITY_DN13773_c0_g1_i4
TRINITY_DN1322_c0_g1_i5	TRINITY_DN13776_c0_g2_i1
TRINITY_DN13247_c0_g1_i4	TRINITY_DN1378_c0_g1_i1
TRINITY_DN1324_c0_g1_i3	TRINITY_DN1378_c0_g1_i6
TRINITY_DN1325_c0_g2_i1	TRINITY_DN1380_c0_g1_i3
TRINITY_DN1325_c1_g2_i12	TRINITY_DN13817_c2_g1_i1
TRINITY_DN1325_c3_g1_i13	TRINITY_DN13819_c0_g1_i19
TRINITY_DN1325_c5_g1_i3	TRINITY_DN1381_c2_g1_i2
TRINITY_DN132619_c0_g1_i1	TRINITY_DN13823_c1_g1_i1
TRINITY_DN1326_c0_g1_i7	TRINITY_DN13829_c0_g2_i1
TRINITY_DN13281_c0_g2_i1	TRINITY_DN1382_c0_g1_i1
TRINITY_DN13285_c0_g1_i4	TRINITY_DN13833_c1_g3_i5
TRINITY_DN132_c0_g1_i1	TRINITY_DN13848_c0_g1_i3
TRINITY_DN13309_c1_g1_i4	TRINITY_DN13849_c0_g4_i1
TRINITY_DN13312_c1_g2_i2	TRINITY_DN1384_c0_g1_i1
TRINITY_DN13319_c0_g1_i1	TRINITY_DN13851_c0_g1_i7
TRINITY_DN1331_c0_g1_i11	TRINITY_DN13851_c1_g1_i3
TRINITY_DN13329_c0_g1_i2	TRINITY_DN13852_c1_g1_i1
TRINITY_DN1332_c0_g3_i1	TRINITY_DN13862_c0_g1_i1
TRINITY_DN13376_c0_g2_i1	TRINITY_DN13862_c0_g1_i8
TRINITY_DN13378_c0_g1_i11	TRINITY_DN13867_c0_g1_i7
TRINITY_DN1337_c0_g1_i1	TRINITY_DN1386_c0_g2_i6
TRINITY_DN1337_c0_g1_i2	TRINITY_DN138756_c0_g1_i1
TRINITY_DN13380_c0_g2_i13	TRINITY_DN1388_c1_g2_i4
TRINITY_DN13380_c0_g2_i2	TRINITY_DN138977_c1_g1_i2
TRINITY_DN13387_c0_g1_i6	TRINITY_DN13910_c0_g1_i1
TRINITY_DN1339_c0_g2_i3	TRINITY_DN139136_c0_g1_i1
TRINITY_DN13406_c0_g1_i11	TRINITY_DN1391_c0_g1_i10
TRINITY_DN13406_c0_g1_i12	TRINITY_DN1391_c0_g2_i1
TRINITY_DN13407_c0_g1_i7	TRINITY_DN13926_c0_g2_i1
TRINITY_DN1341_c0_g1_i4	TRINITY_DN13928_c0_g1_i3
TRINITY_DN1341_c0_g1_i5	TRINITY_DN13943_c0_g1_i2
TRINITY_DN13426_c0_g1_i1	TRINITY_DN1394_c1_g1_i1
TRINITY_DN13426_c0_g1_i11	TRINITY_DN139508_c0_g1_i2
TRINITY_DN13426_c0_g1_i9	TRINITY_DN13953_c0_g1_i2
TRINITY_DN13427_c0_g1_i15	TRINITY_DN13967_c0_g2_i1
TRINITY_DN13427_c0_g1_i21	TRINITY_DN1396_c0_g1_i14
TRINITY_DN13438_c0_g1_i2	TRINITY_DN1396_c0_g1_i4
TRINITY_DN1343_c0_g1_i17	TRINITY_DN139778_c0_g1_i1
TRINITY_DN1343_c0_g1_i19	TRINITY_DN1397_c25_g1_i1
TRINITY_DN1343_c0_g1_i4	TRINITY_DN13982_c0_g3_i5
TRINITY_DN1344_c0_g5_i2	TRINITY_DN139895_c0_g1_i1
TRINITY_DN13455_c0_g1_i9	TRINITY_DN13_c6_g1_i1
TRINITY_DN13458_c0_g2_i2	TRINITY_DN1401_c0_g1_i13
TRINITY_DN1345_c0_g1_i4	TRINITY_DN14039_c2_g1_i1
TRINITY_DN13479_c0_g1_i7	TRINITY_DN140456_c0_g1_i1
TRINITY_DN13487_c0_g3_i1	TRINITY_DN140456_c0_g1_i5
TRINITY_DN135193_c0_g1_i1	TRINITY_DN1404_c0_g1_i12
TRINITY_DN1352_c0_g2_i2	TRINITY_DN1404_c0_g1_i5
TRINITY_DN13548_c0_g1_i1	TRINITY_DN140566_c0_g1_i2
TRINITY_DN1354_c0_g1_i6	TRINITY_DN1405_c4_g6_i1
TRINITY_DN13551_c0_g3_i3	TRINITY_DN14061_c0_g1_i2
TRINITY_DN1355_c1_g2_i2	TRINITY_DN1406_c0_g3_i2
TRINITY_DN13562_c0_g1_i4	TRINITY_DN1407_c1_g2_i3
TRINITY_DN13591_c0_g1_i1	TRINITY_DN1407_c1_g3_i1
TRINITY_DN135_c2_g2_i3	TRINITY_DN14087_c0_g1_i3
TRINITY_DN13607_c0_g2_i4	TRINITY_DN14088_c0_g1_i6
TRINITY_DN13625_c1_g1_i3	TRINITY_DN14094_c0_g1_i2
TRINITY_DN13634_c0_g1_i1	TRINITY_DN1409_c0_g1_i6
TRINITY_DN13642_c0_g1_i1	TRINITY_DN140_c0_g1_i4
TRINITY_DN13647_c0_g4_i3	TRINITY_DN14104_c0_g6_i3
TRINITY_DN13647_c0_g4_i4	TRINITY_DN14111_c2_g1_i3
TRINITY_DN13659_c0_g1_i1	TRINITY_DN14112_c0_g1_i1
TRINITY_DN1365_c0_g3_i1	TRINITY_DN14112_c0_g1_i7
TRINITY_DN1366_c0_g1_i8	TRINITY_DN14112_c1_g1_i1
TRINITY_DN13696_c1_g1_i1	TRINITY_DN141175_c0_g2_i6
TRINITY_DN136_c0_g1_i8	TRINITY_DN141240_c0_g3_i5
TRINITY_DN13709_c0_g1_i3	TRINITY_DN1412_c0_g1_i2
TRINITY_DN13709_c0_g2_i2	TRINITY_DN1412_c1_g1_i18
TRINITY_DN1370_c0_g2_i2	TRINITY_DN1412_c1_g1_i5
TRINITY_DN13713_c0_g1_i4	TRINITY_DN14149_c0_g3_i1
TRINITY_DN13733_c0_g1_i2	TRINITY_DN14163_c2_g1_i2
TRINITY_DN13737_c0_g1_i7	TRINITY_DN141646_c0_g1_i8
