C0-I	C1-I
TRINITY_DN63_c0_g3_i2	TRINITY_DN6525_c0_g1_i5
TRINITY_DN6402_c0_g1_i8	TRINITY_DN6526_c0_g1_i6
TRINITY_DN6408_c0_g3_i1	TRINITY_DN6527_c0_g1_i8
TRINITY_DN6415_c0_g1_i1	TRINITY_DN6528_c0_g1_i4
TRINITY_DN6415_c0_g2_i8	TRINITY_DN6537_c0_g1_i12
TRINITY_DN6415_c0_g5_i1	TRINITY_DN653_c3_g1_i1
TRINITY_DN6420_c0_g2_i2	TRINITY_DN653_c4_g1_i26
TRINITY_DN6421_c0_g1_i2	TRINITY_DN653_c5_g1_i8
TRINITY_DN64238_c0_g1_i4	TRINITY_DN6540_c0_g1_i20
TRINITY_DN6423_c0_g1_i4	TRINITY_DN6542_c0_g4_i2
TRINITY_DN6431_c0_g1_i1	TRINITY_DN6545_c0_g1_i4
TRINITY_DN6439_c0_g2_i1	TRINITY_DN6545_c0_g1_i7
TRINITY_DN643_c1_g1_i12	TRINITY_DN6547_c0_g1_i8
TRINITY_DN643_c1_g1_i8	TRINITY_DN654_c1_g2_i7
TRINITY_DN64431_c0_g1_i2	TRINITY_DN6552_c0_g1_i10
TRINITY_DN64441_c0_g1_i1	TRINITY_DN6565_c1_g1_i1
TRINITY_DN64441_c0_g6_i1	TRINITY_DN6571_c0_g1_i2
TRINITY_DN6444_c0_g1_i8	TRINITY_DN6574_c0_g2_i3
TRINITY_DN6445_c0_g1_i3	TRINITY_DN6578_c1_g1_i7
TRINITY_DN64461_c1_g1_i6	TRINITY_DN6580_c0_g4_i1
TRINITY_DN644_c3_g1_i1	TRINITY_DN6581_c0_g2_i2
TRINITY_DN6451_c0_g1_i1	TRINITY_DN65831_c0_g1_i1
TRINITY_DN6455_c0_g3_i9	TRINITY_DN6584_c0_g1_i6
TRINITY_DN6460_c0_g5_i3	TRINITY_DN658_c0_g4_i1
TRINITY_DN6460_c0_g6_i1	TRINITY_DN6592_c0_g3_i1
TRINITY_DN6464_c2_g1_i22	TRINITY_DN6592_c1_g2_i1
TRINITY_DN6465_c0_g3_i2	TRINITY_DN6594_c0_g1_i2
TRINITY_DN6476_c0_g1_i1	TRINITY_DN6594_c0_g1_i8
TRINITY_DN6476_c1_g2_i1	TRINITY_DN6595_c0_g3_i1
TRINITY_DN647_c0_g2_i6	TRINITY_DN6603_c0_g1_i1
TRINITY_DN6480_c1_g1_i1	TRINITY_DN66136_c0_g2_i1
TRINITY_DN6481_c0_g1_i1	TRINITY_DN6616_c0_g1_i6
TRINITY_DN6486_c0_g1_i4	TRINITY_DN6619_c1_g1_i1
TRINITY_DN6486_c0_g3_i1	TRINITY_DN6619_c1_g1_i5
TRINITY_DN6491_c1_g2_i1	TRINITY_DN66225_c1_g1_i1
TRINITY_DN6495_c0_g1_i5	TRINITY_DN66235_c0_g1_i2
TRINITY_DN64_c0_g1_i2	TRINITY_DN6623_c1_g7_i2
TRINITY_DN64_c0_g2_i1	TRINITY_DN6624_c0_g1_i19
TRINITY_DN64_c0_g2_i2	TRINITY_DN6624_c0_g1_i4
TRINITY_DN64_c0_g3_i1	TRINITY_DN6624_c0_g1_i7
TRINITY_DN6500_c0_g4_i1	TRINITY_DN6628_c3_g1_i1
TRINITY_DN65054_c4_g1_i3	TRINITY_DN6629_c1_g2_i2
TRINITY_DN6510_c1_g4_i1	TRINITY_DN6630_c0_g1_i5
TRINITY_DN6514_c1_g1_i3	TRINITY_DN6639_c0_g1_i1
TRINITY_DN6518_c0_g2_i1	TRINITY_DN6644_c0_g1_i1
TRINITY_DN65317_c1_g1_i4	TRINITY_DN664_c0_g1_i8
TRINITY_DN6538_c0_g1_i6	TRINITY_DN6653_c0_g2_i5
TRINITY_DN6539_c0_g1_i1	TRINITY_DN6662_c0_g1_i6
TRINITY_DN6542_c0_g2_i1	TRINITY_DN66645_c0_g1_i1
TRINITY_DN654_c1_g1_i1	TRINITY_DN6668_c0_g1_i9
TRINITY_DN654_c1_g2_i1	TRINITY_DN66706_c2_g1_i1
TRINITY_DN654_c6_g1_i1	TRINITY_DN6677_c3_g1_i6
TRINITY_DN6552_c0_g2_i2	TRINITY_DN66_c0_g1_i3
TRINITY_DN6552_c1_g1_i1	TRINITY_DN66_c1_g1_i1
TRINITY_DN65567_c0_g1_i1	TRINITY_DN67019_c2_g1_i1
TRINITY_DN65667_c0_g1_i2	TRINITY_DN6709_c0_g2_i1
TRINITY_DN656_c0_g1_i7	TRINITY_DN6710_c0_g1_i11
TRINITY_DN656_c0_g1_i8	TRINITY_DN6717_c3_g1_i10
TRINITY_DN6574_c0_g1_i1	TRINITY_DN6717_c3_g1_i5
TRINITY_DN6575_c0_g1_i2	TRINITY_DN67218_c0_g2_i3
TRINITY_DN6575_c0_g2_i1	TRINITY_DN67255_c0_g1_i1
TRINITY_DN6575_c0_g3_i1	TRINITY_DN67337_c0_g1_i8
TRINITY_DN657_c1_g3_i1	TRINITY_DN6753_c1_g1_i6
TRINITY_DN6580_c0_g1_i5	TRINITY_DN6754_c0_g1_i7
TRINITY_DN6581_c0_g1_i1	TRINITY_DN675_c0_g1_i2
TRINITY_DN6585_c0_g1_i3	TRINITY_DN6761_c0_g1_i1
TRINITY_DN6586_c0_g2_i3	TRINITY_DN6770_c0_g1_i11
TRINITY_DN658_c0_g2_i2	TRINITY_DN6772_c0_g1_i2
TRINITY_DN659_c1_g2_i2	TRINITY_DN67807_c0_g1_i1
TRINITY_DN659_c1_g2_i4	TRINITY_DN67807_c0_g1_i8
TRINITY_DN65_c0_g1_i1	TRINITY_DN6786_c1_g2_i2
TRINITY_DN6601_c0_g1_i2	TRINITY_DN6793_c3_g1_i1
TRINITY_DN6604_c0_g2_i2	TRINITY_DN67_c3_g1_i1
TRINITY_DN66089_c0_g1_i9	TRINITY_DN67_c4_g1_i1
TRINITY_DN6616_c0_g3_i1	TRINITY_DN6804_c0_g2_i1
TRINITY_DN6619_c0_g1_i1	TRINITY_DN6817_c0_g1_i3
TRINITY_DN6619_c0_g2_i3	TRINITY_DN6819_c0_g1_i9
TRINITY_DN6621_c0_g1_i1	TRINITY_DN681_c1_g3_i2
TRINITY_DN6624_c0_g2_i1	TRINITY_DN6822_c0_g1_i1
TRINITY_DN66286_c0_g3_i4	TRINITY_DN6822_c1_g4_i1
TRINITY_DN6629_c0_g1_i10	TRINITY_DN6824_c0_g1_i4
TRINITY_DN6629_c0_g1_i3	TRINITY_DN6824_c0_g2_i4
TRINITY_DN6629_c0_g2_i3	TRINITY_DN6827_c0_g2_i1
TRINITY_DN662_c0_g1_i8	TRINITY_DN6827_c0_g2_i4
TRINITY_DN66369_c0_g1_i1	TRINITY_DN6827_c0_g2_i7
TRINITY_DN663_c0_g1_i1	TRINITY_DN6828_c0_g1_i5
TRINITY_DN663_c0_g1_i2	TRINITY_DN6831_c0_g1_i10
TRINITY_DN663_c0_g1_i5	TRINITY_DN68337_c0_g1_i2
TRINITY_DN6643_c0_g1_i1	TRINITY_DN6836_c1_g2_i3
TRINITY_DN6645_c0_g1_i1	TRINITY_DN6838_c0_g2_i3
TRINITY_DN6645_c0_g1_i2	TRINITY_DN6838_c0_g2_i4
TRINITY_DN6645_c0_g1_i5	TRINITY_DN6838_c0_g4_i1
TRINITY_DN6650_c0_g1_i6	TRINITY_DN6847_c1_g3_i1
TRINITY_DN665_c0_g1_i5	TRINITY_DN6850_c0_g1_i4
TRINITY_DN6665_c0_g1_i1	TRINITY_DN6867_c0_g1_i1
TRINITY_DN66736_c0_g1_i1	TRINITY_DN6870_c0_g2_i1
TRINITY_DN66736_c0_g1_i4	TRINITY_DN6875_c0_g1_i1
TRINITY_DN6687_c0_g1_i3	TRINITY_DN6883_c0_g1_i10
TRINITY_DN6688_c2_g1_i1	TRINITY_DN6885_c0_g4_i1
TRINITY_DN668_c1_g1_i2	TRINITY_DN68865_c0_g4_i3
TRINITY_DN668_c1_g1_i6	TRINITY_DN6891_c0_g1_i5
TRINITY_DN66910_c0_g1_i1	TRINITY_DN6899_c0_g3_i2
TRINITY_DN6691_c0_g3_i1	TRINITY_DN68_c1_g1_i4
TRINITY_DN6695_c0_g1_i2	TRINITY_DN69027_c0_g1_i1
TRINITY_DN6697_c0_g5_i2	TRINITY_DN6904_c3_g2_i1
TRINITY_DN66_c0_g1_i2	TRINITY_DN69190_c0_g3_i1
TRINITY_DN66_c0_g2_i5	TRINITY_DN6919_c0_g1_i6
TRINITY_DN66_c0_g3_i1	TRINITY_DN69203_c0_g1_i2
TRINITY_DN66_c0_g4_i1	TRINITY_DN6926_c0_g1_i15
TRINITY_DN6702_c0_g1_i3	TRINITY_DN6927_c0_g1_i5
TRINITY_DN6717_c0_g1_i1	TRINITY_DN6929_c0_g1_i11
TRINITY_DN6728_c0_g1_i1	TRINITY_DN6929_c0_g1_i2
TRINITY_DN6732_c0_g1_i5	TRINITY_DN6929_c1_g2_i1
TRINITY_DN6738_c5_g1_i1	TRINITY_DN6937_c0_g2_i1
TRINITY_DN6740_c0_g1_i7	TRINITY_DN693_c1_g1_i3
TRINITY_DN6741_c0_g1_i4	TRINITY_DN693_c1_g4_i5
TRINITY_DN6752_c0_g1_i2	TRINITY_DN6945_c0_g3_i1
TRINITY_DN6753_c0_g1_i5	TRINITY_DN694_c1_g3_i1
TRINITY_DN6754_c0_g1_i5	TRINITY_DN6959_c0_g1_i1
TRINITY_DN675_c2_g1_i2	TRINITY_DN69606_c0_g1_i1
TRINITY_DN67620_c0_g1_i1	TRINITY_DN6963_c0_g1_i2
TRINITY_DN6764_c0_g2_i3	TRINITY_DN6964_c0_g1_i1
TRINITY_DN676_c0_g2_i4	TRINITY_DN69665_c0_g1_i4
TRINITY_DN67701_c0_g1_i1	TRINITY_DN696_c0_g5_i1
TRINITY_DN67701_c0_g1_i4	TRINITY_DN696_c1_g1_i3
TRINITY_DN67701_c0_g1_i6	TRINITY_DN696_c2_g1_i1
TRINITY_DN6770_c0_g1_i6	TRINITY_DN6970_c0_g1_i4
TRINITY_DN6770_c0_g1_i8	TRINITY_DN69745_c0_g1_i1
TRINITY_DN6772_c1_g1_i1	TRINITY_DN698_c0_g1_i7
TRINITY_DN6780_c0_g1_i4	TRINITY_DN6998_c1_g1_i3
TRINITY_DN6781_c1_g1_i3	TRINITY_DN699_c1_g1_i1
TRINITY_DN6786_c0_g3_i1	TRINITY_DN6_c15_g1_i1
TRINITY_DN6792_c0_g1_i1	TRINITY_DN6_c3_g2_i1
TRINITY_DN6796_c0_g7_i3	TRINITY_DN6_c6_g1_i1
TRINITY_DN679_c0_g2_i4	TRINITY_DN6_c7_g1_i2
TRINITY_DN6805_c0_g1_i1	TRINITY_DN6_c7_g3_i1
TRINITY_DN6805_c0_g1_i10	TRINITY_DN7006_c0_g2_i1
TRINITY_DN6805_c0_g1_i14	TRINITY_DN70088_c0_g1_i1
TRINITY_DN6812_c0_g1_i6	TRINITY_DN700_c10_g1_i1
TRINITY_DN6813_c0_g1_i4	TRINITY_DN700_c17_g1_i1
TRINITY_DN6815_c1_g1_i2	TRINITY_DN70142_c0_g1_i2
TRINITY_DN6816_c0_g2_i1	TRINITY_DN701_c0_g1_i5
TRINITY_DN6819_c0_g1_i4	TRINITY_DN7020_c0_g1_i11
TRINITY_DN681_c7_g1_i1	TRINITY_DN7020_c0_g1_i5
TRINITY_DN682_c2_g1_i2	TRINITY_DN7025_c0_g2_i1
TRINITY_DN6831_c0_g1_i4	TRINITY_DN70314_c1_g1_i1
TRINITY_DN6832_c0_g1_i7	TRINITY_DN70343_c1_g1_i1
TRINITY_DN6837_c0_g1_i1	TRINITY_DN70343_c1_g1_i3
TRINITY_DN6838_c0_g1_i3	TRINITY_DN7036_c0_g1_i5
TRINITY_DN6843_c0_g2_i2	TRINITY_DN7036_c0_g2_i1
TRINITY_DN68458_c0_g1_i1	TRINITY_DN70381_c0_g1_i1
TRINITY_DN6847_c0_g1_i5	TRINITY_DN7053_c0_g1_i5
TRINITY_DN68481_c0_g1_i3	TRINITY_DN7054_c0_g1_i3
TRINITY_DN68493_c0_g1_i2	TRINITY_DN7055_c0_g1_i1
TRINITY_DN6850_c5_g1_i1	TRINITY_DN7055_c1_g1_i2
TRINITY_DN6852_c0_g1_i6	TRINITY_DN7058_c1_g3_i1
TRINITY_DN6852_c0_g1_i7	TRINITY_DN7059_c0_g1_i5
TRINITY_DN6854_c0_g2_i1	TRINITY_DN705_c2_g1_i1
TRINITY_DN6860_c0_g1_i3	TRINITY_DN705_c2_g2_i1
TRINITY_DN68681_c0_g1_i2	TRINITY_DN705_c4_g2_i1
TRINITY_DN68681_c0_g1_i5	TRINITY_DN7062_c0_g1_i3
TRINITY_DN68781_c0_g1_i1	TRINITY_DN7065_c0_g1_i1
TRINITY_DN6882_c0_g1_i2	TRINITY_DN7071_c0_g1_i12
TRINITY_DN6882_c1_g1_i4	TRINITY_DN70729_c0_g1_i1
TRINITY_DN6882_c1_g1_i7	TRINITY_DN7072_c2_g1_i1
TRINITY_DN688_c0_g1_i2	TRINITY_DN7072_c2_g1_i3
TRINITY_DN68_c0_g1_i1	TRINITY_DN7074_c1_g1_i1
TRINITY_DN68_c0_g2_i1	TRINITY_DN7075_c0_g1_i5
TRINITY_DN6901_c0_g1_i1	TRINITY_DN7078_c0_g1_i4
TRINITY_DN6902_c0_g1_i1	TRINITY_DN707_c0_g2_i2
TRINITY_DN690_c0_g1_i7	TRINITY_DN7088_c0_g4_i1
TRINITY_DN6911_c0_g1_i1	TRINITY_DN7089_c0_g1_i10
TRINITY_DN6911_c0_g1_i10	TRINITY_DN7089_c0_g4_i1
TRINITY_DN69190_c0_g4_i2	TRINITY_DN708_c0_g2_i1
TRINITY_DN691_c0_g1_i1	TRINITY_DN7100_c0_g1_i1
TRINITY_DN6921_c0_g1_i3	TRINITY_DN7100_c0_g1_i3
TRINITY_DN6921_c0_g1_i5	TRINITY_DN7100_c1_g1_i6
TRINITY_DN6922_c0_g1_i3	TRINITY_DN7102_c0_g1_i1
TRINITY_DN6922_c0_g3_i1	TRINITY_DN7106_c0_g2_i10
TRINITY_DN6933_c0_g1_i8	TRINITY_DN7119_c1_g3_i1
TRINITY_DN6935_c0_g1_i1	TRINITY_DN711_c0_g1_i9
TRINITY_DN6935_c0_g1_i4	TRINITY_DN71244_c0_g1_i3
TRINITY_DN6936_c1_g1_i1	TRINITY_DN71308_c0_g1_i1
TRINITY_DN693_c1_g2_i1	TRINITY_DN713_c0_g1_i10
TRINITY_DN6941_c0_g1_i6	TRINITY_DN713_c0_g1_i4
TRINITY_DN6944_c0_g2_i1	TRINITY_DN714_c1_g1_i2
TRINITY_DN6944_c1_g1_i6	TRINITY_DN7159_c0_g1_i3
TRINITY_DN694_c1_g5_i1	TRINITY_DN7160_c0_g1_i1
TRINITY_DN694_c38_g1_i5	TRINITY_DN7164_c0_g1_i1
TRINITY_DN6953_c0_g2_i10	TRINITY_DN7179_c0_g2_i1
TRINITY_DN6953_c0_g2_i12	TRINITY_DN7179_c0_g2_i4
TRINITY_DN695_c0_g1_i1	TRINITY_DN7182_c0_g1_i2
TRINITY_DN695_c0_g1_i2	TRINITY_DN71854_c0_g3_i1
TRINITY_DN695_c0_g1_i3	TRINITY_DN7190_c0_g2_i4
TRINITY_DN6966_c0_g1_i1	TRINITY_DN7198_c0_g1_i2
TRINITY_DN6966_c0_g1_i2	TRINITY_DN7198_c0_g2_i1
TRINITY_DN696_c0_g4_i2	TRINITY_DN72041_c0_g3_i1
TRINITY_DN6979_c0_g1_i1	TRINITY_DN7204_c1_g1_i1
TRINITY_DN697_c0_g1_i3	TRINITY_DN7206_c0_g1_i2
TRINITY_DN6982_c0_g2_i2	TRINITY_DN7206_c0_g2_i1
TRINITY_DN6986_c0_g1_i1	TRINITY_DN720_c0_g1_i8
TRINITY_DN6987_c0_g1_i1	TRINITY_DN7220_c0_g3_i1
TRINITY_DN6995_c0_g1_i1	TRINITY_DN7222_c0_g3_i2
TRINITY_DN6995_c0_g1_i6	TRINITY_DN7227_c0_g1_i1
TRINITY_DN69_c0_g3_i4	TRINITY_DN7232_c0_g1_i2
TRINITY_DN6_c10_g1_i1	TRINITY_DN7236_c0_g1_i9
TRINITY_DN6_c20_g1_i1	TRINITY_DN7238_c0_g1_i1
TRINITY_DN6_c20_g1_i2	TRINITY_DN7238_c0_g1_i2
TRINITY_DN6_c2_g1_i1	TRINITY_DN7238_c0_g1_i6
TRINITY_DN6_c2_g2_i2	TRINITY_DN7238_c1_g1_i1
TRINITY_DN6_c5_g2_i7	TRINITY_DN72496_c0_g2_i2
TRINITY_DN6_c8_g1_i3	TRINITY_DN724_c0_g1_i1
TRINITY_DN70005_c0_g1_i1	TRINITY_DN724_c2_g2_i1
TRINITY_DN7006_c0_g1_i6	TRINITY_DN7250_c0_g1_i1
TRINITY_DN70073_c0_g1_i1	TRINITY_DN7250_c0_g2_i1
TRINITY_DN700_c0_g2_i2	TRINITY_DN7256_c0_g2_i4
TRINITY_DN700_c0_g2_i3	TRINITY_DN7262_c0_g1_i2
TRINITY_DN700_c1_g1_i5	TRINITY_DN7264_c0_g1_i2
TRINITY_DN703_c0_g1_i1	TRINITY_DN7265_c0_g1_i15
TRINITY_DN704_c0_g1_i2	TRINITY_DN7270_c0_g1_i2
TRINITY_DN7056_c0_g2_i3	TRINITY_DN7273_c0_g1_i1
TRINITY_DN705_c1_g2_i2	TRINITY_DN72755_c0_g1_i3
TRINITY_DN7065_c0_g2_i6	TRINITY_DN72793_c0_g1_i2
TRINITY_DN7065_c0_g2_i9	TRINITY_DN7286_c0_g1_i3
TRINITY_DN7065_c0_g3_i2	TRINITY_DN7294_c0_g1_i7
TRINITY_DN7065_c1_g1_i1	TRINITY_DN7298_c0_g1_i1
TRINITY_DN7068_c1_g1_i2	TRINITY_DN7301_c0_g1_i1
TRINITY_DN706_c13_g1_i1	TRINITY_DN7301_c0_g1_i2
TRINITY_DN706_c4_g1_i1	TRINITY_DN7301_c0_g1_i3
TRINITY_DN7074_c0_g1_i4	TRINITY_DN7303_c0_g2_i3
TRINITY_DN70798_c0_g1_i5	TRINITY_DN73044_c0_g1_i1
TRINITY_DN707_c0_g1_i3	TRINITY_DN7306_c0_g2_i3
TRINITY_DN7081_c0_g1_i8	TRINITY_DN7310_c0_g4_i1
TRINITY_DN7085_c0_g1_i5	TRINITY_DN7313_c3_g2_i2
TRINITY_DN7096_c0_g1_i4	TRINITY_DN7314_c1_g1_i2
TRINITY_DN7096_c0_g1_i8	TRINITY_DN7316_c0_g4_i1
TRINITY_DN7104_c0_g1_i1	TRINITY_DN73172_c0_g1_i7
TRINITY_DN710_c2_g1_i1	TRINITY_DN7319_c0_g1_i5
TRINITY_DN7114_c0_g2_i2	TRINITY_DN731_c1_g4_i1
TRINITY_DN71295_c0_g4_i2	TRINITY_DN7329_c0_g1_i4
TRINITY_DN7133_c0_g1_i1	TRINITY_DN7330_c0_g1_i4
TRINITY_DN7135_c0_g1_i1	TRINITY_DN733_c0_g1_i4
TRINITY_DN7138_c0_g2_i8	TRINITY_DN733_c3_g1_i1
TRINITY_DN714_c1_g2_i2	TRINITY_DN73424_c0_g1_i1
TRINITY_DN714_c1_g3_i1	TRINITY_DN734_c0_g1_i4
TRINITY_DN7151_c1_g1_i3	TRINITY_DN7351_c0_g1_i3
TRINITY_DN7151_c1_g1_i6	TRINITY_DN7354_c0_g1_i1
TRINITY_DN716_c1_g2_i2	TRINITY_DN7359_c0_g1_i1
TRINITY_DN7173_c0_g1_i1	TRINITY_DN7369_c0_g1_i5
TRINITY_DN7175_c0_g1_i2	TRINITY_DN7374_c0_g1_i2
TRINITY_DN7183_c0_g2_i4	TRINITY_DN7378_c0_g2_i1
TRINITY_DN7185_c0_g2_i1	TRINITY_DN737_c0_g1_i1
TRINITY_DN7188_c0_g1_i1	TRINITY_DN737_c0_g1_i3
TRINITY_DN71991_c0_g2_i4	TRINITY_DN737_c11_g1_i1
TRINITY_DN72094_c0_g1_i5	TRINITY_DN7391_c0_g1_i5
TRINITY_DN720_c0_g1_i6	TRINITY_DN73961_c0_g2_i3
TRINITY_DN7210_c1_g3_i2	TRINITY_DN7401_c0_g1_i1
TRINITY_DN7219_c0_g1_i4	TRINITY_DN7401_c0_g1_i12
TRINITY_DN7219_c0_g1_i8	TRINITY_DN7403_c0_g1_i5
TRINITY_DN7220_c0_g2_i2	TRINITY_DN740_c0_g1_i18
TRINITY_DN7222_c0_g1_i1	TRINITY_DN741_c1_g2_i9
TRINITY_DN7228_c0_g1_i3	TRINITY_DN7420_c0_g1_i13
TRINITY_DN7230_c0_g1_i3	TRINITY_DN7420_c0_g1_i4
TRINITY_DN7230_c0_g1_i7	TRINITY_DN7420_c0_g3_i1
TRINITY_DN7230_c1_g1_i5	TRINITY_DN74277_c0_g1_i1
TRINITY_DN7232_c0_g1_i1	TRINITY_DN742_c0_g1_i1
TRINITY_DN7236_c0_g1_i6	TRINITY_DN742_c0_g1_i4
TRINITY_DN7236_c0_g1_i7	TRINITY_DN742_c0_g4_i2
TRINITY_DN723_c0_g1_i4	TRINITY_DN7430_c0_g1_i3
TRINITY_DN7246_c0_g1_i3	TRINITY_DN7432_c0_g1_i2
TRINITY_DN7246_c1_g1_i1	TRINITY_DN7441_c0_g2_i1
TRINITY_DN7246_c3_g1_i2	TRINITY_DN7446_c2_g2_i1
TRINITY_DN7248_c2_g1_i1	TRINITY_DN7449_c0_g1_i12
TRINITY_DN72496_c0_g1_i1	TRINITY_DN7449_c0_g1_i15
TRINITY_DN724_c1_g3_i2	TRINITY_DN7449_c0_g1_i21
TRINITY_DN724_c8_g1_i1	TRINITY_DN744_c1_g2_i4
TRINITY_DN7252_c0_g1_i3	TRINITY_DN744_c6_g1_i1
TRINITY_DN7256_c0_g1_i4	TRINITY_DN7450_c1_g1_i1
TRINITY_DN7256_c0_g1_i5	TRINITY_DN7452_c0_g2_i3
TRINITY_DN7257_c0_g1_i3	TRINITY_DN7458_c0_g1_i4
TRINITY_DN725_c0_g1_i11	TRINITY_DN745_c0_g1_i7
TRINITY_DN7262_c1_g1_i22	TRINITY_DN745_c1_g1_i2
TRINITY_DN7263_c0_g1_i14	TRINITY_DN7462_c0_g1_i10
TRINITY_DN7265_c0_g1_i1	TRINITY_DN7462_c0_g1_i21
TRINITY_DN7265_c0_g1_i10	TRINITY_DN7462_c0_g1_i6
TRINITY_DN726_c0_g1_i3	TRINITY_DN7467_c0_g1_i8
TRINITY_DN726_c0_g1_i5	TRINITY_DN74699_c0_g1_i1
TRINITY_DN7270_c0_g1_i1	TRINITY_DN7471_c0_g3_i1
TRINITY_DN7276_c0_g1_i4	TRINITY_DN7473_c0_g1_i7
TRINITY_DN7276_c0_g1_i6	TRINITY_DN7480_c0_g1_i1
TRINITY_DN7276_c0_g1_i9	TRINITY_DN7491_c0_g1_i7
TRINITY_DN727_c0_g1_i1	TRINITY_DN74950_c0_g1_i1
TRINITY_DN72_c0_g1_i1	TRINITY_DN7504_c0_g2_i2
TRINITY_DN7301_c0_g2_i1	TRINITY_DN7514_c4_g1_i1
TRINITY_DN73078_c0_g1_i3	TRINITY_DN75235_c0_g3_i1
TRINITY_DN7308_c0_g1_i1	TRINITY_DN7524_c0_g1_i3
TRINITY_DN730_c1_g2_i2	TRINITY_DN7525_c0_g1_i4
TRINITY_DN7318_c0_g1_i8	TRINITY_DN7528_c1_g1_i2
TRINITY_DN7320_c0_g2_i3	TRINITY_DN7533_c0_g1_i15
TRINITY_DN7320_c0_g2_i7	TRINITY_DN7533_c0_g1_i6
TRINITY_DN7321_c0_g1_i13	TRINITY_DN75389_c0_g1_i3
TRINITY_DN7321_c0_g1_i2	TRINITY_DN7567_c0_g1_i4
TRINITY_DN7322_c0_g3_i1	TRINITY_DN7570_c0_g4_i1
TRINITY_DN7324_c0_g1_i4	TRINITY_DN7570_c1_g1_i1
TRINITY_DN7324_c0_g1_i6	TRINITY_DN757_c1_g1_i2
TRINITY_DN7328_c0_g1_i2	TRINITY_DN7583_c0_g1_i2
TRINITY_DN732_c0_g2_i2	TRINITY_DN7584_c0_g2_i1
TRINITY_DN73363_c0_g1_i13	TRINITY_DN758_c0_g3_i1
TRINITY_DN73363_c0_g1_i4	TRINITY_DN7595_c0_g1_i7
TRINITY_DN7338_c0_g2_i2	TRINITY_DN7597_c0_g1_i7
TRINITY_DN733_c0_g1_i5	TRINITY_DN75_c3_g1_i1
TRINITY_DN7340_c0_g1_i1	TRINITY_DN7602_c0_g1_i2
TRINITY_DN73437_c1_g1_i1	TRINITY_DN7607_c0_g2_i5
TRINITY_DN7349_c0_g1_i12	TRINITY_DN7616_c0_g1_i3
TRINITY_DN73645_c0_g1_i1	TRINITY_DN76177_c0_g1_i3
TRINITY_DN7369_c0_g1_i6	TRINITY_DN761_c3_g2_i1
TRINITY_DN736_c0_g2_i1	TRINITY_DN76310_c0_g1_i1
TRINITY_DN7373_c0_g1_i1	TRINITY_DN76310_c0_g1_i4
TRINITY_DN737_c2_g1_i10	TRINITY_DN76313_c0_g1_i9
TRINITY_DN737_c2_g1_i13	TRINITY_DN7643_c0_g1_i1
TRINITY_DN737_c2_g1_i9	TRINITY_DN7646_c3_g1_i1
TRINITY_DN7386_c0_g1_i4	TRINITY_DN7647_c0_g1_i8
TRINITY_DN7389_c0_g1_i2	TRINITY_DN7663_c0_g1_i3
TRINITY_DN7389_c0_g1_i3	TRINITY_DN7673_c0_g1_i1
TRINITY_DN73931_c0_g1_i5	TRINITY_DN7688_c0_g1_i6
TRINITY_DN739_c0_g1_i1	TRINITY_DN7688_c0_g1_i7
TRINITY_DN7400_c0_g2_i1	TRINITY_DN7688_c0_g1_i8
TRINITY_DN74063_c0_g1_i1	TRINITY_DN7688_c3_g1_i2
TRINITY_DN7409_c0_g1_i2	TRINITY_DN768_c0_g1_i11
TRINITY_DN7419_c1_g3_i1	TRINITY_DN768_c1_g2_i1
TRINITY_DN7423_c0_g1_i12	TRINITY_DN7697_c0_g1_i1
TRINITY_DN7423_c0_g1_i8	TRINITY_DN769_c0_g4_i1
TRINITY_DN7426_c0_g1_i6	TRINITY_DN7702_c0_g2_i1
TRINITY_DN7426_c0_g1_i9	TRINITY_DN77074_c0_g1_i1
TRINITY_DN742_c0_g2_i1	TRINITY_DN7708_c0_g1_i10
TRINITY_DN7439_c0_g1_i3	TRINITY_DN7713_c0_g2_i1
TRINITY_DN74407_c0_g1_i1	TRINITY_DN7713_c0_g2_i4
TRINITY_DN7440_c0_g1_i10	TRINITY_DN7717_c0_g1_i2
TRINITY_DN7440_c0_g1_i13	TRINITY_DN7717_c0_g1_i3
TRINITY_DN74672_c1_g1_i1	TRINITY_DN7717_c0_g2_i2
TRINITY_DN746_c0_g1_i2	TRINITY_DN771_c1_g1_i8
TRINITY_DN746_c0_g1_i3	TRINITY_DN7724_c1_g1_i3
TRINITY_DN746_c0_g1_i4	TRINITY_DN77282_c0_g1_i4
TRINITY_DN746_c0_g1_i5	TRINITY_DN772_c0_g2_i1
TRINITY_DN746_c0_g3_i1	TRINITY_DN7732_c1_g1_i1
TRINITY_DN746_c0_g4_i1	TRINITY_DN7736_c1_g2_i3
TRINITY_DN746_c10_g1_i1	TRINITY_DN77415_c3_g1_i6
TRINITY_DN7486_c0_g1_i2	TRINITY_DN7742_c0_g1_i1
TRINITY_DN7487_c0_g1_i5	TRINITY_DN7746_c0_g1_i2
TRINITY_DN748_c2_g1_i1	TRINITY_DN7747_c0_g1_i1
TRINITY_DN7493_c0_g1_i2	TRINITY_DN7751_c0_g1_i1
TRINITY_DN7493_c0_g1_i8	TRINITY_DN7764_c0_g1_i1
TRINITY_DN74_c0_g1_i9	TRINITY_DN77660_c0_g2_i1
