C0-III	C1-III	C2-II
TRINITY_DN4153_c0_g1_i2	TRINITY_DN9058_c0_g1_i6	TRINITY_DN5911_c0_g1_i7
TRINITY_DN41541_c0_g3_i1	TRINITY_DN9058_c0_g2_i2	TRINITY_DN59125_c0_g1_i1
TRINITY_DN41549_c0_g1_i1	TRINITY_DN905_c3_g1_i10	TRINITY_DN5912_c0_g1_i6
TRINITY_DN4155_c0_g4_i3	TRINITY_DN905_c3_g1_i3	TRINITY_DN5914_c1_g1_i6
TRINITY_DN4156_c0_g6_i1	TRINITY_DN905_c3_g1_i4	TRINITY_DN59155_c0_g2_i1
TRINITY_DN4159_c0_g1_i1	TRINITY_DN9061_c0_g2_i3	TRINITY_DN5918_c0_g1_i1
TRINITY_DN4160_c0_g4_i2	TRINITY_DN9064_c0_g1_i2	TRINITY_DN591_c0_g1_i13
TRINITY_DN41630_c0_g2_i1	TRINITY_DN9065_c0_g3_i1	TRINITY_DN591_c0_g1_i7
TRINITY_DN4163_c1_g1_i4	TRINITY_DN9080_c2_g1_i1	TRINITY_DN59297_c0_g1_i3
TRINITY_DN41655_c0_g2_i2	TRINITY_DN90832_c0_g1_i2	TRINITY_DN5932_c0_g1_i7
TRINITY_DN41691_c0_g1_i2	TRINITY_DN90852_c0_g2_i1	TRINITY_DN5932_c0_g1_i9
TRINITY_DN41691_c0_g1_i5	TRINITY_DN9085_c1_g1_i1	TRINITY_DN5935_c0_g1_i1
TRINITY_DN4169_c0_g1_i1	TRINITY_DN9086_c0_g1_i10	TRINITY_DN5936_c0_g2_i2
TRINITY_DN4171_c0_g1_i5	TRINITY_DN90977_c1_g1_i1	TRINITY_DN59400_c2_g1_i1
TRINITY_DN4172_c0_g1_i1	TRINITY_DN91078_c0_g2_i1	TRINITY_DN5946_c0_g3_i1
TRINITY_DN4172_c0_g1_i15	TRINITY_DN9109_c0_g2_i4	TRINITY_DN59470_c0_g1_i1
TRINITY_DN4172_c0_g1_i7	TRINITY_DN9112_c0_g1_i1	TRINITY_DN5947_c0_g1_i14
TRINITY_DN41730_c0_g2_i1	TRINITY_DN9112_c0_g1_i2	TRINITY_DN594_c1_g1_i15
TRINITY_DN4174_c0_g1_i3	TRINITY_DN9124_c0_g1_i1	TRINITY_DN594_c1_g1_i6
TRINITY_DN4174_c0_g1_i6	TRINITY_DN9137_c0_g1_i3	TRINITY_DN59538_c0_g1_i2
TRINITY_DN4177_c1_g1_i1	TRINITY_DN9139_c0_g2_i2	TRINITY_DN5954_c0_g2_i4
TRINITY_DN417_c0_g2_i2	TRINITY_DN9145_c4_g1_i1	TRINITY_DN5957_c0_g1_i13
TRINITY_DN41816_c0_g1_i10	TRINITY_DN91490_c0_g1_i3	TRINITY_DN59581_c0_g1_i2
TRINITY_DN4182_c1_g1_i3	TRINITY_DN9152_c1_g2_i1	TRINITY_DN59597_c1_g1_i3
TRINITY_DN41854_c0_g1_i2	TRINITY_DN91742_c0_g1_i3	TRINITY_DN595_c0_g1_i10
TRINITY_DN4186_c0_g1_i2	TRINITY_DN91764_c1_g1_i1	TRINITY_DN595_c0_g1_i4
TRINITY_DN4187_c0_g2_i1	TRINITY_DN9181_c0_g1_i2	TRINITY_DN59624_c1_g1_i1
TRINITY_DN4187_c0_g5_i1	TRINITY_DN918_c0_g2_i3	TRINITY_DN5962_c0_g1_i3
TRINITY_DN41893_c0_g2_i1	TRINITY_DN918_c1_g1_i1	TRINITY_DN5969_c0_g5_i4
TRINITY_DN4189_c0_g1_i9	TRINITY_DN919_c0_g1_i7	TRINITY_DN5970_c1_g1_i6
TRINITY_DN418_c0_g1_i1	TRINITY_DN919_c0_g2_i3	TRINITY_DN5976_c0_g1_i1
TRINITY_DN418_c0_g1_i26	TRINITY_DN92041_c3_g2_i1	TRINITY_DN5976_c0_g2_i1
TRINITY_DN418_c0_g1_i27	TRINITY_DN9222_c0_g1_i7	TRINITY_DN597_c0_g1_i4
TRINITY_DN41906_c0_g1_i5	TRINITY_DN922_c1_g2_i1	TRINITY_DN597_c0_g1_i8
TRINITY_DN41909_c0_g2_i1	TRINITY_DN922_c3_g1_i3	TRINITY_DN597_c5_g1_i1
TRINITY_DN4193_c0_g1_i4	TRINITY_DN9231_c1_g1_i1	TRINITY_DN59844_c3_g1_i1
TRINITY_DN4199_c0_g2_i1	TRINITY_DN9234_c0_g2_i1	TRINITY_DN59858_c0_g1_i1
TRINITY_DN41_c1_g2_i2	TRINITY_DN9234_c0_g2_i7	TRINITY_DN598_c0_g1_i1
TRINITY_DN4200_c0_g1_i9	TRINITY_DN92398_c0_g1_i1	TRINITY_DN598_c0_g1_i10
TRINITY_DN42028_c0_g1_i2	TRINITY_DN923_c0_g1_i7	TRINITY_DN59919_c0_g1_i1
TRINITY_DN4202_c0_g2_i1	TRINITY_DN924_c3_g1_i1	TRINITY_DN59919_c0_g2_i2
TRINITY_DN4202_c1_g1_i1	TRINITY_DN92569_c0_g2_i1	TRINITY_DN5996_c1_g1_i8
TRINITY_DN42039_c0_g3_i1	TRINITY_DN9258_c0_g2_i1	TRINITY_DN59994_c0_g1_i1
TRINITY_DN4205_c0_g1_i7	TRINITY_DN92750_c3_g1_i1	TRINITY_DN59_c10_g1_i3
TRINITY_DN4206_c0_g1_i4	TRINITY_DN9279_c0_g1_i6	TRINITY_DN6004_c1_g1_i10
TRINITY_DN4208_c0_g1_i6	TRINITY_DN927_c0_g1_i4	TRINITY_DN6004_c1_g1_i4
TRINITY_DN42098_c0_g2_i1	TRINITY_DN927_c0_g1_i5	TRINITY_DN6004_c1_g1_i9
TRINITY_DN42112_c0_g2_i1	TRINITY_DN9285_c4_g1_i1	TRINITY_DN6005_c0_g4_i1
TRINITY_DN4213_c0_g4_i3	TRINITY_DN92867_c0_g1_i4	TRINITY_DN60167_c0_g1_i2
TRINITY_DN4216_c0_g1_i3	TRINITY_DN92899_c0_g2_i2	TRINITY_DN6022_c0_g1_i8
TRINITY_DN42192_c0_g2_i1	TRINITY_DN9289_c0_g1_i1	TRINITY_DN6030_c0_g1_i10
TRINITY_DN42192_c0_g2_i2	TRINITY_DN9291_c0_g1_i6	TRINITY_DN6030_c0_g1_i13
TRINITY_DN42193_c0_g2_i4	TRINITY_DN92944_c0_g1_i1	TRINITY_DN6033_c0_g2_i4
TRINITY_DN42262_c1_g1_i2	TRINITY_DN9296_c0_g1_i1	TRINITY_DN603_c0_g1_i1
TRINITY_DN42269_c0_g1_i3	TRINITY_DN9299_c0_g1_i3	TRINITY_DN603_c0_g2_i5
TRINITY_DN422_c1_g2_i13	TRINITY_DN92_c5_g1_i2	TRINITY_DN6040_c0_g1_i3
TRINITY_DN422_c1_g2_i3	TRINITY_DN9302_c1_g1_i7	TRINITY_DN60514_c1_g1_i1
TRINITY_DN422_c1_g2_i9	TRINITY_DN9306_c0_g2_i7	TRINITY_DN6054_c0_g1_i1
TRINITY_DN422_c2_g1_i2	TRINITY_DN93153_c0_g1_i2	TRINITY_DN6056_c0_g2_i1
TRINITY_DN4234_c0_g3_i1	TRINITY_DN9316_c0_g1_i4	TRINITY_DN60583_c0_g2_i1
TRINITY_DN42365_c0_g1_i11	TRINITY_DN9319_c0_g2_i3	TRINITY_DN60634_c0_g1_i2
TRINITY_DN423_c0_g1_i5	TRINITY_DN93201_c0_g1_i2	TRINITY_DN60671_c0_g2_i1
TRINITY_DN423_c2_g1_i1	TRINITY_DN9323_c0_g5_i1	TRINITY_DN6067_c1_g1_i2
TRINITY_DN4241_c0_g1_i1	TRINITY_DN9325_c2_g1_i2	TRINITY_DN60742_c0_g1_i4
TRINITY_DN4242_c0_g2_i1	TRINITY_DN9329_c1_g1_i1	TRINITY_DN6074_c1_g1_i2
TRINITY_DN4246_c0_g1_i6	TRINITY_DN932_c3_g1_i1	TRINITY_DN60759_c0_g1_i3
TRINITY_DN4246_c2_g1_i2	TRINITY_DN93384_c0_g1_i5	TRINITY_DN60810_c0_g1_i1
TRINITY_DN4248_c0_g1_i1	TRINITY_DN93389_c0_g1_i1	TRINITY_DN6084_c0_g1_i1
TRINITY_DN4248_c1_g2_i5	TRINITY_DN9349_c0_g1_i6	TRINITY_DN6084_c0_g1_i2
TRINITY_DN4248_c3_g2_i2	TRINITY_DN934_c1_g1_i1	TRINITY_DN6084_c0_g1_i3
TRINITY_DN4249_c0_g2_i22	TRINITY_DN934_c2_g1_i1	TRINITY_DN6092_c0_g1_i4
TRINITY_DN4249_c0_g2_i7	TRINITY_DN9352_c0_g1_i2	TRINITY_DN6098_c0_g1_i3
TRINITY_DN4251_c0_g1_i3	TRINITY_DN93577_c1_g1_i1	TRINITY_DN6098_c0_g1_i5
TRINITY_DN4254_c1_g1_i11	TRINITY_DN93577_c1_g1_i7	TRINITY_DN6098_c0_g1_i9
TRINITY_DN4254_c1_g1_i8	TRINITY_DN9369_c0_g1_i7	TRINITY_DN609_c1_g2_i2
TRINITY_DN4254_c1_g2_i2	TRINITY_DN9369_c0_g1_i9	TRINITY_DN61017_c0_g2_i1
TRINITY_DN4255_c0_g1_i5	TRINITY_DN9373_c1_g1_i4	TRINITY_DN61026_c0_g1_i1
TRINITY_DN4255_c0_g1_i8	TRINITY_DN9373_c1_g1_i5	TRINITY_DN61038_c0_g1_i2
TRINITY_DN42631_c3_g1_i1	TRINITY_DN9373_c1_g1_i6	TRINITY_DN6104_c1_g1_i1
TRINITY_DN42656_c0_g2_i2	TRINITY_DN9373_c1_g1_i8	TRINITY_DN6104_c2_g2_i2
TRINITY_DN4266_c0_g1_i17	TRINITY_DN9373_c1_g1_i9	TRINITY_DN6106_c0_g2_i10
TRINITY_DN42675_c1_g1_i5	TRINITY_DN9376_c0_g1_i3	TRINITY_DN6106_c0_g2_i4
TRINITY_DN4268_c2_g1_i1	TRINITY_DN9404_c0_g1_i2	TRINITY_DN6109_c0_g2_i5
TRINITY_DN42697_c0_g2_i4	TRINITY_DN9412_c0_g2_i3	TRINITY_DN6110_c0_g2_i20
TRINITY_DN426_c0_g1_i4	TRINITY_DN9412_c0_g7_i1	TRINITY_DN6114_c0_g2_i6
TRINITY_DN426_c2_g1_i1	TRINITY_DN94141_c0_g2_i1	TRINITY_DN6115_c0_g1_i1
TRINITY_DN42753_c0_g1_i3	TRINITY_DN941_c0_g2_i1	TRINITY_DN61195_c1_g1_i1
TRINITY_DN42793_c0_g1_i1	TRINITY_DN9421_c0_g1_i4	TRINITY_DN611_c6_g1_i1
TRINITY_DN42800_c0_g1_i2	TRINITY_DN9425_c1_g2_i1	TRINITY_DN6121_c0_g1_i1
TRINITY_DN42801_c0_g1_i2	TRINITY_DN9435_c1_g1_i1	TRINITY_DN61284_c0_g1_i1
TRINITY_DN42834_c0_g3_i1	TRINITY_DN9438_c0_g1_i1	TRINITY_DN612_c0_g1_i3
TRINITY_DN4284_c4_g2_i1	TRINITY_DN9438_c0_g1_i4	TRINITY_DN612_c1_g1_i3
TRINITY_DN42889_c0_g1_i4	TRINITY_DN944_c0_g1_i3	TRINITY_DN612_c2_g1_i1
TRINITY_DN42893_c0_g1_i2	TRINITY_DN944_c0_g4_i2	TRINITY_DN6132_c0_g3_i1
TRINITY_DN428_c1_g1_i1	TRINITY_DN944_c0_g5_i2	TRINITY_DN6134_c0_g1_i2
TRINITY_DN428_c1_g3_i1	TRINITY_DN9453_c0_g1_i1	TRINITY_DN6134_c0_g2_i1
TRINITY_DN4290_c0_g1_i1	TRINITY_DN945_c0_g2_i1	TRINITY_DN61376_c1_g2_i7
TRINITY_DN4291_c0_g1_i2	TRINITY_DN9461_c0_g2_i5	TRINITY_DN613_c0_g1_i18
TRINITY_DN42938_c0_g2_i10	TRINITY_DN946_c0_g2_i1	TRINITY_DN6143_c6_g1_i1
TRINITY_DN42958_c0_g1_i1	TRINITY_DN948_c0_g4_i1	TRINITY_DN61449_c0_g1_i2
TRINITY_DN4295_c0_g1_i1	TRINITY_DN94997_c0_g1_i2	TRINITY_DN61449_c0_g2_i4
TRINITY_DN4295_c0_g1_i2	TRINITY_DN9501_c1_g1_i2	TRINITY_DN6144_c0_g1_i5
TRINITY_DN4295_c0_g1_i4	TRINITY_DN9505_c0_g3_i1	TRINITY_DN61465_c0_g3_i1
TRINITY_DN4296_c0_g1_i1	TRINITY_DN9513_c0_g1_i5	TRINITY_DN6156_c1_g4_i1
TRINITY_DN4296_c1_g1_i1	TRINITY_DN95188_c0_g1_i1	TRINITY_DN615_c0_g1_i5
TRINITY_DN4296_c1_g3_i1	TRINITY_DN9520_c0_g3_i4	TRINITY_DN6166_c2_g1_i1
TRINITY_DN42970_c0_g1_i7	TRINITY_DN9534_c0_g1_i3	TRINITY_DN6168_c0_g1_i3
TRINITY_DN4297_c0_g1_i17	TRINITY_DN9543_c0_g1_i1	TRINITY_DN6168_c4_g1_i3
TRINITY_DN42987_c0_g1_i1	TRINITY_DN9555_c0_g2_i1	TRINITY_DN616_c0_g1_i1
TRINITY_DN42997_c0_g1_i5	TRINITY_DN957_c6_g1_i1	TRINITY_DN616_c0_g1_i4
TRINITY_DN42_c1_g1_i2	TRINITY_DN957_c9_g1_i1	TRINITY_DN6174_c0_g1_i3
TRINITY_DN42_c3_g1_i4	TRINITY_DN95816_c0_g1_i1	TRINITY_DN6174_c0_g1_i6
TRINITY_DN4300_c0_g1_i1	TRINITY_DN9584_c0_g1_i6	TRINITY_DN6176_c1_g1_i1
TRINITY_DN43028_c0_g1_i2	TRINITY_DN9584_c0_g1_i7	TRINITY_DN617_c1_g1_i26
TRINITY_DN4303_c1_g2_i3	TRINITY_DN958_c0_g3_i1	TRINITY_DN617_c2_g3_i1
TRINITY_DN4303_c1_g3_i2	TRINITY_DN95942_c0_g1_i7	TRINITY_DN6180_c0_g2_i4
TRINITY_DN4303_c1_g4_i1	TRINITY_DN959_c2_g1_i10	TRINITY_DN6182_c0_g1_i1
TRINITY_DN43058_c0_g1_i4	TRINITY_DN95_c15_g1_i1	TRINITY_DN61832_c0_g1_i4
TRINITY_DN4305_c0_g1_i3	TRINITY_DN95_c1_g2_i1	TRINITY_DN6187_c0_g2_i3
TRINITY_DN43093_c0_g1_i2	TRINITY_DN9605_c0_g1_i5	TRINITY_DN618_c0_g1_i2
TRINITY_DN4309_c0_g1_i2	TRINITY_DN96080_c1_g1_i4	TRINITY_DN618_c3_g1_i1
TRINITY_DN4313_c0_g1_i4	TRINITY_DN9608_c3_g1_i1	TRINITY_DN618_c3_g2_i1
TRINITY_DN4319_c0_g1_i4	TRINITY_DN960_c2_g1_i3	TRINITY_DN61951_c0_g1_i12
TRINITY_DN4319_c0_g1_i7	TRINITY_DN9615_c0_g1_i2	TRINITY_DN6196_c0_g1_i2
TRINITY_DN431_c0_g1_i2	TRINITY_DN9638_c0_g1_i9	TRINITY_DN6201_c1_g1_i1
TRINITY_DN43253_c0_g1_i1	TRINITY_DN9640_c0_g1_i1	TRINITY_DN62059_c0_g1_i4
TRINITY_DN43257_c0_g2_i1	TRINITY_DN9642_c0_g3_i2	TRINITY_DN62059_c0_g1_i6
TRINITY_DN4326_c0_g1_i2	TRINITY_DN9653_c0_g1_i15	TRINITY_DN6206_c0_g2_i5
TRINITY_DN4329_c0_g1_i1	TRINITY_DN96573_c0_g1_i1	TRINITY_DN6209_c0_g1_i3
TRINITY_DN4329_c0_g1_i3	TRINITY_DN9661_c0_g1_i3	TRINITY_DN620_c0_g3_i2
TRINITY_DN432_c5_g1_i1	TRINITY_DN96623_c0_g3_i1	TRINITY_DN620_c3_g1_i7
TRINITY_DN43304_c0_g2_i2	TRINITY_DN96648_c0_g1_i1	TRINITY_DN6212_c2_g1_i1
TRINITY_DN43305_c0_g1_i6	TRINITY_DN9672_c0_g2_i2	TRINITY_DN6216_c0_g1_i1
TRINITY_DN4331_c0_g1_i1	TRINITY_DN9674_c1_g1_i1	TRINITY_DN6217_c1_g1_i1
TRINITY_DN4332_c0_g1_i1	TRINITY_DN9695_c0_g2_i1	TRINITY_DN62189_c0_g2_i1
TRINITY_DN4332_c1_g1_i3	TRINITY_DN9697_c0_g2_i6	TRINITY_DN62207_c0_g1_i1
TRINITY_DN4333_c0_g2_i3	TRINITY_DN969_c0_g1_i4	TRINITY_DN6227_c0_g1_i7
TRINITY_DN4335_c0_g3_i1	TRINITY_DN969_c0_g2_i2	TRINITY_DN62330_c0_g1_i1
TRINITY_DN43387_c0_g1_i8	TRINITY_DN96_c1_g2_i3	TRINITY_DN62339_c0_g1_i1
TRINITY_DN43389_c0_g1_i1	TRINITY_DN97032_c0_g1_i3	TRINITY_DN62339_c0_g1_i9
TRINITY_DN4340_c0_g4_i4	TRINITY_DN97037_c0_g1_i3	TRINITY_DN6234_c0_g1_i4
TRINITY_DN4340_c7_g1_i1	TRINITY_DN97067_c0_g2_i1	TRINITY_DN6234_c0_g1_i8
TRINITY_DN4344_c0_g2_i5	TRINITY_DN970_c0_g3_i9	TRINITY_DN62368_c0_g2_i1
TRINITY_DN4346_c0_g1_i2	TRINITY_DN9711_c0_g1_i1	TRINITY_DN62389_c1_g2_i1
TRINITY_DN4348_c0_g1_i2	TRINITY_DN97188_c0_g4_i1	TRINITY_DN62389_c2_g1_i1
TRINITY_DN4348_c0_g1_i8	TRINITY_DN97207_c0_g1_i6	TRINITY_DN6238_c0_g1_i4
TRINITY_DN4349_c2_g1_i8	TRINITY_DN9728_c0_g2_i7	TRINITY_DN623_c1_g1_i7
TRINITY_DN434_c0_g1_i7	TRINITY_DN97357_c1_g1_i1	TRINITY_DN623_c2_g1_i2
TRINITY_DN43523_c0_g2_i2	TRINITY_DN97372_c0_g1_i11	TRINITY_DN6244_c0_g1_i4
TRINITY_DN4353_c0_g2_i1	TRINITY_DN973_c0_g2_i1	TRINITY_DN6251_c0_g1_i2
TRINITY_DN4354_c0_g2_i3	TRINITY_DN9741_c4_g1_i1	TRINITY_DN62554_c1_g1_i1
TRINITY_DN4354_c0_g2_i4	TRINITY_DN9747_c0_g1_i8	TRINITY_DN62562_c0_g1_i1
TRINITY_DN43558_c0_g1_i2	TRINITY_DN9748_c1_g1_i8	TRINITY_DN62572_c0_g2_i3
TRINITY_DN43592_c0_g1_i9	TRINITY_DN974_c1_g1_i5	TRINITY_DN6257_c0_g1_i3
TRINITY_DN4359_c6_g1_i1	TRINITY_DN97597_c0_g1_i3	TRINITY_DN62654_c0_g1_i9
TRINITY_DN4360_c0_g1_i1	TRINITY_DN975_c1_g1_i3	TRINITY_DN62654_c0_g2_i4
TRINITY_DN4360_c0_g1_i3	TRINITY_DN9767_c0_g1_i5	TRINITY_DN6265_c0_g1_i4
TRINITY_DN4360_c0_g1_i9	TRINITY_DN976_c1_g1_i4	TRINITY_DN6268_c0_g1_i2
TRINITY_DN43613_c0_g1_i1	TRINITY_DN97732_c0_g1_i1	TRINITY_DN6268_c0_g1_i6
TRINITY_DN43646_c0_g1_i11	TRINITY_DN97794_c0_g2_i1	TRINITY_DN626_c0_g2_i13
TRINITY_DN43686_c1_g1_i1	TRINITY_DN97838_c0_g1_i2	TRINITY_DN6273_c0_g1_i1
TRINITY_DN4371_c2_g1_i3	TRINITY_DN9783_c0_g1_i14	TRINITY_DN6277_c0_g1_i6
TRINITY_DN43724_c0_g1_i14	TRINITY_DN9790_c0_g3_i1	TRINITY_DN6281_c0_g1_i5
TRINITY_DN43724_c0_g2_i1	TRINITY_DN9791_c0_g1_i1	TRINITY_DN62836_c0_g1_i2
TRINITY_DN4376_c0_g1_i1	TRINITY_DN97_c0_g2_i3	TRINITY_DN6286_c0_g1_i1
TRINITY_DN4377_c1_g1_i1	TRINITY_DN9803_c0_g1_i7	TRINITY_DN6287_c0_g1_i3
TRINITY_DN43802_c0_g1_i4	TRINITY_DN98068_c0_g1_i1	TRINITY_DN6287_c0_g1_i5
TRINITY_DN43815_c2_g2_i1	TRINITY_DN980_c1_g1_i4	TRINITY_DN62921_c0_g1_i1
TRINITY_DN4382_c5_g1_i4	TRINITY_DN9814_c0_g2_i4	TRINITY_DN6293_c2_g2_i1
TRINITY_DN43833_c0_g1_i5	TRINITY_DN9819_c0_g1_i2	TRINITY_DN62947_c0_g1_i1
TRINITY_DN43838_c0_g1_i13	TRINITY_DN982_c0_g1_i1	TRINITY_DN6294_c2_g1_i3
TRINITY_DN43838_c0_g1_i8	TRINITY_DN98375_c0_g1_i2	TRINITY_DN62_c0_g1_i4
TRINITY_DN4384_c0_g1_i7	TRINITY_DN983_c5_g2_i1	TRINITY_DN62_c0_g2_i1
TRINITY_DN43855_c0_g1_i2	TRINITY_DN98421_c0_g1_i2	TRINITY_DN63104_c2_g1_i1
TRINITY_DN43886_c0_g1_i6	TRINITY_DN9844_c1_g1_i2	TRINITY_DN6312_c1_g6_i1
TRINITY_DN438_c0_g1_i6	TRINITY_DN98531_c0_g1_i2	TRINITY_DN6312_c3_g1_i1
TRINITY_DN43912_c0_g1_i1	TRINITY_DN9866_c1_g1_i1	TRINITY_DN63160_c0_g1_i2
TRINITY_DN4391_c0_g1_i2	TRINITY_DN986_c1_g1_i1	TRINITY_DN6316_c0_g1_i4
TRINITY_DN4393_c0_g1_i1	TRINITY_DN9871_c1_g1_i3	TRINITY_DN631_c0_g1_i2
TRINITY_DN4393_c0_g1_i3	TRINITY_DN9874_c0_g1_i9	TRINITY_DN63237_c0_g1_i2
TRINITY_DN4393_c2_g1_i1	TRINITY_DN9880_c0_g2_i1	TRINITY_DN632_c0_g3_i5
TRINITY_DN4393_c5_g1_i1	TRINITY_DN9883_c0_g1_i1	TRINITY_DN63323_c0_g1_i13
TRINITY_DN43966_c0_g2_i1	TRINITY_DN98951_c0_g1_i1	TRINITY_DN6334_c0_g1_i1
TRINITY_DN43969_c0_g1_i1	TRINITY_DN9898_c0_g1_i1	TRINITY_DN63367_c0_g1_i1
TRINITY_DN4396_c0_g1_i3	TRINITY_DN989_c0_g1_i1	TRINITY_DN63373_c0_g2_i1
TRINITY_DN43978_c1_g1_i1	TRINITY_DN989_c1_g1_i2	TRINITY_DN6337_c1_g1_i2
TRINITY_DN4397_c0_g1_i3	TRINITY_DN989_c4_g1_i2	TRINITY_DN63418_c0_g1_i1
TRINITY_DN43982_c0_g1_i1	TRINITY_DN9903_c0_g1_i1	TRINITY_DN63447_c0_g1_i1
TRINITY_DN439_c1_g1_i1	TRINITY_DN99087_c0_g1_i1	TRINITY_DN634_c0_g1_i23
TRINITY_DN43_c0_g1_i1	TRINITY_DN9910_c0_g1_i1	TRINITY_DN63569_c0_g2_i1
TRINITY_DN43_c2_g1_i1	TRINITY_DN99248_c0_g1_i1	TRINITY_DN63582_c0_g1_i1
TRINITY_DN44002_c0_g2_i1	TRINITY_DN9924_c0_g3_i1	TRINITY_DN6358_c0_g2_i1
TRINITY_DN4400_c1_g1_i5	TRINITY_DN992_c0_g1_i2	TRINITY_DN6360_c3_g1_i1
TRINITY_DN44011_c0_g4_i1	TRINITY_DN99395_c0_g1_i1	TRINITY_DN63657_c0_g1_i1
TRINITY_DN4405_c0_g1_i8	TRINITY_DN99396_c0_g1_i1	TRINITY_DN6368_c0_g1_i6
TRINITY_DN44119_c0_g3_i2	TRINITY_DN993_c1_g1_i18	TRINITY_DN63700_c0_g1_i1
TRINITY_DN44119_c1_g2_i3	TRINITY_DN99487_c0_g1_i1	TRINITY_DN63720_c1_g1_i1
TRINITY_DN4412_c0_g1_i7	TRINITY_DN9954_c1_g1_i1	TRINITY_DN6378_c0_g1_i5
TRINITY_DN44153_c0_g2_i1	TRINITY_DN9961_c0_g1_i3	TRINITY_DN6379_c0_g2_i1
TRINITY_DN4415_c0_g2_i1	TRINITY_DN99755_c0_g1_i1	TRINITY_DN63805_c0_g1_i3
TRINITY_DN4417_c0_g1_i2	TRINITY_DN9975_c0_g2_i6	TRINITY_DN63820_c0_g1_i1
TRINITY_DN4418_c0_g1_i2	TRINITY_DN99877_c0_g2_i2	TRINITY_DN63830_c0_g1_i2
TRINITY_DN44195_c0_g1_i1	TRINITY_DN998_c0_g1_i2	TRINITY_DN63876_c0_g2_i2
TRINITY_DN441_c0_g1_i2	TRINITY_DN9990_c0_g1_i4	TRINITY_DN63964_c0_g1_i6
TRINITY_DN441_c0_g1_i3	TRINITY_DN9999_c1_g1_i2	TRINITY_DN63_c0_g2_i1
TRINITY_DN44209_c0_g1_i1	TRINITY_DN9999_c1_g1_i4	TRINITY_DN6401_c0_g1_i1
TRINITY_DN44209_c0_g1_i5	TRINITY_DN9999_c1_g1_i5	TRINITY_DN6402_c0_g1_i5
TRINITY_DN44209_c0_g2_i1	TRINITY_DN9999_c1_g2_i3	TRINITY_DN6406_c0_g1_i1
TRINITY_DN44220_c0_g2_i3	TRINITY_DN9999_c1_g2_i4	TRINITY_DN6409_c0_g1_i4
TRINITY_DN4422_c0_g1_i5	TRINITY_DN9_c0_g4_i1	TRINITY_DN6411_c0_g1_i2
TRINITY_DN44257_c2_g2_i1		TRINITY_DN64124_c0_g1_i2
TRINITY_DN44266_c0_g1_i2		TRINITY_DN6414_c0_g1_i1
TRINITY_DN4429_c0_g1_i2		TRINITY_DN6414_c0_g2_i3
TRINITY_DN442_c0_g1_i2		TRINITY_DN6415_c0_g4_i1
TRINITY_DN442_c0_g1_i6		TRINITY_DN6419_c0_g1_i3
TRINITY_DN442_c0_g1_i8		TRINITY_DN64209_c0_g4_i1
TRINITY_DN442_c0_g1_i9		TRINITY_DN6423_c0_g1_i4
TRINITY_DN4431_c0_g2_i11		TRINITY_DN6424_c0_g1_i1
TRINITY_DN4434_c0_g1_i4		TRINITY_DN6427_c0_g1_i3
TRINITY_DN44355_c0_g1_i7		TRINITY_DN6430_c1_g1_i1
TRINITY_DN4435_c2_g2_i1		TRINITY_DN6434_c1_g1_i2
TRINITY_DN443_c0_g1_i13		TRINITY_DN64353_c1_g2_i3
TRINITY_DN44402_c0_g1_i2		TRINITY_DN6439_c0_g2_i1
TRINITY_DN4441_c0_g1_i2		TRINITY_DN643_c0_g1_i4
TRINITY_DN4443_c0_g1_i5		TRINITY_DN643_c1_g1_i12
TRINITY_DN44456_c0_g1_i1		TRINITY_DN643_c2_g4_i3
TRINITY_DN44494_c0_g1_i7		TRINITY_DN64441_c0_g1_i1
TRINITY_DN4449_c1_g2_i1		TRINITY_DN64441_c0_g2_i1
TRINITY_DN44501_c0_g1_i1		TRINITY_DN6445_c0_g1_i3
TRINITY_DN4450_c1_g1_i1		TRINITY_DN644_c3_g1_i2
TRINITY_DN4451_c1_g1_i12		TRINITY_DN6450_c0_g1_i5
TRINITY_DN44520_c1_g1_i1		TRINITY_DN6454_c0_g1_i7
TRINITY_DN44523_c0_g1_i1		TRINITY_DN6455_c1_g1_i1
TRINITY_DN4452_c1_g1_i3		TRINITY_DN64574_c0_g1_i7
TRINITY_DN4453_c1_g1_i1		TRINITY_DN6457_c1_g1_i1
TRINITY_DN4456_c8_g1_i1		TRINITY_DN6458_c0_g1_i2
TRINITY_DN44581_c0_g1_i2		TRINITY_DN6458_c0_g1_i8
TRINITY_DN4458_c0_g1_i11		TRINITY_DN6460_c0_g5_i3
TRINITY_DN44598_c1_g1_i1		TRINITY_DN64619_c0_g1_i1
TRINITY_DN4463_c0_g1_i2		TRINITY_DN6463_c0_g4_i1
TRINITY_DN446_c1_g1_i1		TRINITY_DN64692_c0_g2_i2
TRINITY_DN446_c2_g1_i1		TRINITY_DN6470_c0_g1_i2
TRINITY_DN44726_c0_g1_i1		TRINITY_DN6470_c0_g1_i3
TRINITY_DN4472_c0_g1_i1		TRINITY_DN64768_c0_g4_i1
TRINITY_DN4473_c1_g1_i3		TRINITY_DN64791_c0_g2_i1
TRINITY_DN4475_c0_g1_i5		TRINITY_DN647_c0_g2_i3
TRINITY_DN4475_c0_g1_i8		TRINITY_DN64807_c0_g2_i2
