C0-V (29697 genes)	C1-V (28578 genes)
TRINITY_DN10239_c0_g1_i2	TRINITY_DN10293_c0_g1_i5
TRINITY_DN1023_c0_g1_i1	TRINITY_DN10295_c0_g1_i11
TRINITY_DN1023_c0_g1_i14	TRINITY_DN10295_c0_g1_i4
TRINITY_DN1023_c0_g1_i23	TRINITY_DN10297_c0_g1_i4
TRINITY_DN1023_c0_g1_i28	TRINITY_DN10299_c1_g1_i2
TRINITY_DN1023_c0_g1_i4	TRINITY_DN1029_c0_g1_i1
TRINITY_DN1023_c0_g1_i6	TRINITY_DN1029_c0_g1_i8
TRINITY_DN10240_c0_g1_i1	TRINITY_DN102_c2_g1_i2
TRINITY_DN10240_c0_g1_i3	TRINITY_DN102_c3_g1_i18
TRINITY_DN10242_c0_g1_i3	TRINITY_DN102_c3_g2_i3
TRINITY_DN10243_c0_g1_i2	TRINITY_DN102_c6_g1_i2
TRINITY_DN102453_c1_g4_i1	TRINITY_DN102_c8_g1_i1
TRINITY_DN102453_c2_g1_i1	TRINITY_DN10300_c0_g1_i2
TRINITY_DN10245_c0_g1_i3	TRINITY_DN10302_c0_g1_i5
TRINITY_DN10245_c0_g1_i7	TRINITY_DN10303_c0_g1_i4
TRINITY_DN102505_c0_g1_i1	TRINITY_DN10303_c0_g1_i6
TRINITY_DN10255_c0_g1_i1	TRINITY_DN10303_c1_g1_i3
TRINITY_DN10257_c0_g4_i1	TRINITY_DN10305_c0_g1_i6
TRINITY_DN10257_c0_g4_i3	TRINITY_DN10305_c0_g1_i7
TRINITY_DN10257_c1_g1_i2	TRINITY_DN10309_c0_g2_i2
TRINITY_DN1025_c0_g1_i2	TRINITY_DN10314_c0_g1_i13
TRINITY_DN1025_c0_g1_i5	TRINITY_DN10315_c0_g1_i13
TRINITY_DN10261_c0_g1_i2	TRINITY_DN10316_c0_g1_i3
TRINITY_DN10261_c0_g2_i1	TRINITY_DN10316_c0_g1_i5
TRINITY_DN10262_c0_g1_i1	TRINITY_DN10316_c0_g1_i6
TRINITY_DN10262_c0_g1_i5	TRINITY_DN10320_c0_g1_i2
TRINITY_DN10265_c0_g2_i1	TRINITY_DN103226_c0_g1_i1
TRINITY_DN10265_c0_g2_i4	TRINITY_DN103258_c0_g1_i1
TRINITY_DN10268_c0_g1_i5	TRINITY_DN10327_c0_g1_i2
TRINITY_DN10269_c0_g1_i2	TRINITY_DN103285_c1_g1_i1
TRINITY_DN1026_c0_g1_i2	TRINITY_DN10329_c4_g1_i1
TRINITY_DN1026_c0_g1_i5	TRINITY_DN103313_c0_g1_i1
TRINITY_DN1026_c0_g2_i4	TRINITY_DN103340_c0_g3_i4
TRINITY_DN1026_c0_g3_i1	TRINITY_DN103340_c0_g4_i1
TRINITY_DN1026_c0_g3_i2	TRINITY_DN103340_c0_g6_i1
TRINITY_DN1026_c12_g1_i1	TRINITY_DN103360_c0_g1_i1
TRINITY_DN1026_c15_g1_i1	TRINITY_DN10338_c1_g1_i1
TRINITY_DN1026_c1_g2_i1	TRINITY_DN1033_c0_g1_i9
TRINITY_DN1026_c2_g2_i1	TRINITY_DN10341_c1_g1_i5
TRINITY_DN1026_c43_g1_i1	TRINITY_DN103424_c0_g1_i1
TRINITY_DN10271_c0_g2_i1	TRINITY_DN103441_c0_g1_i2
TRINITY_DN10272_c2_g1_i1	TRINITY_DN10344_c0_g3_i1
TRINITY_DN102731_c0_g2_i1	TRINITY_DN10345_c0_g1_i1
TRINITY_DN10273_c0_g1_i2	TRINITY_DN103465_c0_g2_i1
TRINITY_DN102760_c1_g1_i1	TRINITY_DN10346_c0_g1_i11
TRINITY_DN10276_c0_g1_i1	TRINITY_DN10349_c0_g1_i1
TRINITY_DN1027_c0_g1_i5	TRINITY_DN1034_c0_g1_i12
TRINITY_DN1027_c0_g1_i6	TRINITY_DN1034_c0_g1_i14
TRINITY_DN10280_c0_g1_i1	TRINITY_DN10353_c0_g1_i5
TRINITY_DN102813_c0_g2_i1	TRINITY_DN10353_c0_g1_i6
TRINITY_DN10282_c0_g2_i1	TRINITY_DN103547_c1_g1_i1
TRINITY_DN10285_c0_g1_i1	TRINITY_DN10356_c1_g1_i6
TRINITY_DN10285_c0_g1_i5	TRINITY_DN103577_c0_g1_i3
TRINITY_DN10286_c0_g1_i2	TRINITY_DN103577_c0_g1_i4
TRINITY_DN10288_c0_g1_i3	TRINITY_DN103577_c0_g1_i5
TRINITY_DN10288_c0_g1_i5	TRINITY_DN10358_c1_g2_i1
TRINITY_DN10289_c2_g1_i7	TRINITY_DN103591_c0_g3_i1
TRINITY_DN1028_c0_g1_i1	TRINITY_DN10359_c0_g1_i3
TRINITY_DN10290_c0_g1_i1	TRINITY_DN10359_c0_g1_i5
TRINITY_DN10290_c0_g1_i2	TRINITY_DN1035_c0_g1_i3
TRINITY_DN102934_c0_g2_i1	TRINITY_DN10364_c0_g1_i3
TRINITY_DN10293_c0_g1_i1	TRINITY_DN10364_c0_g1_i4
TRINITY_DN10295_c0_g1_i5	TRINITY_DN103683_c0_g1_i1
TRINITY_DN10295_c0_g1_i6	TRINITY_DN103691_c0_g1_i1
TRINITY_DN10299_c0_g1_i1	TRINITY_DN103694_c0_g1_i1
TRINITY_DN10299_c0_g1_i2	TRINITY_DN10372_c0_g2_i3
TRINITY_DN10299_c0_g1_i6	TRINITY_DN103753_c0_g1_i1
TRINITY_DN10299_c0_g1_i8	TRINITY_DN10375_c0_g1_i6
TRINITY_DN10299_c1_g1_i1	TRINITY_DN10378_c0_g1_i1
TRINITY_DN10299_c2_g1_i1	TRINITY_DN10378_c0_g1_i2
TRINITY_DN1029_c0_g1_i14	TRINITY_DN10378_c1_g1_i6
TRINITY_DN1029_c0_g1_i7	TRINITY_DN1037_c1_g1_i10
TRINITY_DN1029_c0_g1_i9	TRINITY_DN1037_c1_g1_i15
TRINITY_DN102_c0_g1_i1	TRINITY_DN1037_c1_g1_i16
TRINITY_DN102_c0_g3_i1	TRINITY_DN1037_c1_g1_i17
TRINITY_DN102_c0_g4_i1	TRINITY_DN1037_c1_g1_i24
TRINITY_DN102_c3_g1_i11	TRINITY_DN1037_c1_g1_i9
TRINITY_DN102_c3_g1_i12	TRINITY_DN1037_c1_g2_i1
TRINITY_DN102_c3_g1_i20	TRINITY_DN10383_c0_g1_i1
TRINITY_DN102_c3_g1_i24	TRINITY_DN10383_c0_g1_i3
TRINITY_DN102_c3_g1_i26	TRINITY_DN10384_c0_g1_i1
TRINITY_DN102_c3_g1_i27	TRINITY_DN10385_c1_g1_i1
TRINITY_DN102_c3_g1_i35	TRINITY_DN10388_c0_g4_i1
TRINITY_DN10303_c0_g1_i3	TRINITY_DN10389_c0_g1_i1
TRINITY_DN103063_c0_g1_i3	TRINITY_DN10389_c0_g1_i3
TRINITY_DN103068_c0_g1_i1	TRINITY_DN10389_c0_g1_i4
TRINITY_DN10306_c0_g2_i1	TRINITY_DN10396_c0_g1_i6
TRINITY_DN103073_c0_g1_i2	TRINITY_DN1039_c0_g1_i3
TRINITY_DN10307_c1_g1_i3	TRINITY_DN1039_c13_g1_i9
TRINITY_DN10309_c0_g2_i3	TRINITY_DN1039_c1_g2_i4
TRINITY_DN10309_c0_g5_i1	TRINITY_DN1039_c2_g3_i1
TRINITY_DN1030_c0_g1_i3	TRINITY_DN1039_c3_g1_i1
TRINITY_DN10311_c0_g2_i1	TRINITY_DN1039_c3_g2_i7
TRINITY_DN10313_c1_g2_i1	TRINITY_DN1039_c3_g3_i3
TRINITY_DN10313_c4_g1_i1	TRINITY_DN1039_c4_g2_i11
TRINITY_DN10314_c0_g1_i14	TRINITY_DN1039_c5_g1_i3
TRINITY_DN10315_c0_g1_i2	TRINITY_DN1039_c88_g1_i1
TRINITY_DN10315_c0_g1_i9	TRINITY_DN103_c0_g2_i3
TRINITY_DN10316_c2_g2_i1	TRINITY_DN103_c0_g2_i5
TRINITY_DN103193_c0_g1_i4	TRINITY_DN103_c0_g2_i6
TRINITY_DN1031_c0_g1_i3	TRINITY_DN104001_c0_g1_i1
TRINITY_DN1031_c0_g1_i5	TRINITY_DN104009_c0_g2_i1
TRINITY_DN10324_c0_g1_i1	TRINITY_DN10400_c0_g1_i1
TRINITY_DN10324_c1_g1_i1	TRINITY_DN10400_c0_g3_i1
TRINITY_DN103259_c0_g1_i2	TRINITY_DN10401_c2_g1_i2
TRINITY_DN10325_c0_g1_i2	TRINITY_DN10404_c1_g1_i1
TRINITY_DN10327_c0_g1_i3	TRINITY_DN104058_c0_g1_i3
TRINITY_DN10327_c0_g1_i8	TRINITY_DN10405_c0_g1_i1
TRINITY_DN1032_c0_g1_i3	TRINITY_DN10405_c0_g1_i12
TRINITY_DN103303_c0_g1_i1	TRINITY_DN10405_c1_g1_i1
TRINITY_DN10333_c0_g1_i2	TRINITY_DN10406_c0_g1_i1
TRINITY_DN103340_c0_g2_i7	TRINITY_DN10406_c1_g1_i4
TRINITY_DN103340_c1_g1_i2	TRINITY_DN10406_c1_g1_i8
TRINITY_DN10338_c0_g1_i4	TRINITY_DN10407_c0_g1_i1
TRINITY_DN10338_c1_g1_i4	TRINITY_DN10407_c1_g1_i1
TRINITY_DN10338_c1_g2_i1	TRINITY_DN10408_c0_g1_i3
TRINITY_DN1033_c0_g1_i12	TRINITY_DN1040_c0_g2_i1
TRINITY_DN1033_c0_g1_i2	TRINITY_DN1040_c2_g2_i10
TRINITY_DN1033_c0_g1_i3	TRINITY_DN1040_c2_g2_i16
TRINITY_DN1033_c0_g1_i5	TRINITY_DN104104_c0_g1_i1
TRINITY_DN1033_c0_g1_i8	TRINITY_DN10411_c0_g1_i5
TRINITY_DN1033_c2_g1_i1	TRINITY_DN10411_c1_g1_i1
TRINITY_DN103408_c0_g1_i1	TRINITY_DN10412_c0_g1_i9
TRINITY_DN10343_c0_g1_i1	TRINITY_DN10416_c0_g1_i2
TRINITY_DN10343_c0_g2_i1	TRINITY_DN10416_c1_g1_i1
TRINITY_DN10343_c0_g3_i1	TRINITY_DN104193_c0_g1_i1
TRINITY_DN10344_c0_g2_i2	TRINITY_DN1041_c0_g1_i2
TRINITY_DN10344_c0_g4_i1	TRINITY_DN1041_c0_g2_i2
TRINITY_DN10344_c1_g1_i1	TRINITY_DN1041_c1_g1_i6
TRINITY_DN103452_c0_g1_i1	TRINITY_DN1041_c1_g2_i3
TRINITY_DN103452_c0_g1_i4	TRINITY_DN1041_c1_g3_i1
TRINITY_DN10346_c0_g1_i2	TRINITY_DN10423_c0_g1_i1
TRINITY_DN10346_c0_g1_i8	TRINITY_DN10423_c0_g1_i10
TRINITY_DN10348_c0_g1_i3	TRINITY_DN10423_c0_g1_i3
TRINITY_DN10348_c1_g1_i1	TRINITY_DN10427_c0_g1_i1
TRINITY_DN1034_c0_g1_i6	TRINITY_DN104285_c1_g3_i1
TRINITY_DN103506_c1_g1_i1	TRINITY_DN1042_c0_g1_i1
TRINITY_DN10350_c0_g1_i4	TRINITY_DN10431_c0_g1_i1
TRINITY_DN10352_c0_g1_i1	TRINITY_DN104327_c0_g1_i1
TRINITY_DN10353_c0_g1_i4	TRINITY_DN104335_c0_g1_i1
TRINITY_DN103566_c0_g1_i1	TRINITY_DN10433_c0_g1_i1
TRINITY_DN10357_c0_g1_i8	TRINITY_DN10434_c0_g1_i7
TRINITY_DN10359_c0_g2_i1	TRINITY_DN10434_c1_g1_i1
TRINITY_DN1035_c0_g1_i1	TRINITY_DN104350_c0_g1_i2
TRINITY_DN1035_c19_g1_i1	TRINITY_DN104363_c0_g1_i2
TRINITY_DN1035_c1_g2_i4	TRINITY_DN104390_c0_g2_i1
TRINITY_DN10361_c3_g1_i2	TRINITY_DN1043_c1_g1_i14
TRINITY_DN10365_c0_g1_i1	TRINITY_DN10441_c0_g1_i1
TRINITY_DN10365_c0_g2_i1	TRINITY_DN104459_c0_g1_i1
TRINITY_DN10367_c0_g1_i1	TRINITY_DN10445_c0_g1_i2
TRINITY_DN10370_c0_g1_i1	TRINITY_DN10446_c1_g2_i5
TRINITY_DN10370_c0_g1_i5	TRINITY_DN10448_c0_g1_i1
TRINITY_DN10373_c0_g1_i5	TRINITY_DN10449_c0_g1_i6
TRINITY_DN103741_c0_g1_i1	TRINITY_DN1044_c0_g1_i4
TRINITY_DN10375_c0_g1_i2	TRINITY_DN1044_c0_g1_i8
TRINITY_DN10376_c0_g1_i2	TRINITY_DN104529_c0_g1_i1
TRINITY_DN10378_c0_g1_i4	TRINITY_DN10452_c0_g1_i4
TRINITY_DN10378_c0_g1_i5	TRINITY_DN10452_c0_g1_i5
TRINITY_DN10378_c1_g1_i1	TRINITY_DN10452_c0_g2_i1
TRINITY_DN10378_c2_g1_i1	TRINITY_DN10453_c0_g1_i1
TRINITY_DN1037_c0_g2_i1	TRINITY_DN10453_c0_g2_i1
TRINITY_DN1037_c1_g1_i2	TRINITY_DN10453_c1_g1_i3
TRINITY_DN1037_c1_g1_i23	TRINITY_DN104574_c0_g1_i1
TRINITY_DN1037_c1_g1_i25	TRINITY_DN10458_c0_g2_i1
TRINITY_DN1037_c1_g1_i28	TRINITY_DN10459_c0_g1_i3
TRINITY_DN1037_c1_g1_i4	TRINITY_DN10459_c1_g1_i1
TRINITY_DN10381_c0_g2_i1	TRINITY_DN10459_c2_g1_i1
TRINITY_DN10382_c0_g1_i1	TRINITY_DN1045_c7_g1_i1
TRINITY_DN10386_c0_g1_i13	TRINITY_DN104628_c0_g1_i2
TRINITY_DN10386_c0_g2_i2	TRINITY_DN104629_c1_g1_i1
TRINITY_DN10387_c0_g1_i1	TRINITY_DN10463_c0_g1_i1
TRINITY_DN10388_c0_g1_i1	TRINITY_DN10466_c0_g1_i2
TRINITY_DN10388_c0_g2_i5	TRINITY_DN10466_c0_g1_i4
TRINITY_DN10389_c0_g1_i5	TRINITY_DN10466_c0_g1_i5
TRINITY_DN10389_c1_g2_i1	TRINITY_DN10468_c0_g1_i2
TRINITY_DN10389_c1_g2_i2	TRINITY_DN1046_c0_g1_i1
TRINITY_DN10389_c1_g2_i3	TRINITY_DN1046_c0_g2_i1
TRINITY_DN10389_c1_g2_i5	TRINITY_DN1046_c1_g3_i4
TRINITY_DN10389_c1_g2_i6	TRINITY_DN104702_c0_g1_i1
TRINITY_DN1038_c0_g1_i3	TRINITY_DN10471_c0_g1_i1
TRINITY_DN1038_c0_g1_i4	TRINITY_DN10471_c0_g1_i4
TRINITY_DN1038_c0_g2_i1	TRINITY_DN10471_c0_g1_i5
TRINITY_DN10392_c1_g2_i1	TRINITY_DN10471_c0_g1_i7
TRINITY_DN10394_c0_g1_i4	TRINITY_DN10471_c2_g1_i2
TRINITY_DN10397_c0_g2_i1	TRINITY_DN10472_c0_g1_i2
TRINITY_DN10398_c2_g1_i1	TRINITY_DN104746_c0_g1_i1
TRINITY_DN10398_c2_g1_i8	TRINITY_DN10475_c0_g1_i1
TRINITY_DN10399_c0_g1_i1	TRINITY_DN10475_c0_g2_i1
TRINITY_DN10399_c0_g2_i1	TRINITY_DN10475_c1_g1_i1
TRINITY_DN1039_c119_g1_i1	TRINITY_DN1047_c11_g2_i1
TRINITY_DN1039_c1_g1_i3	TRINITY_DN1047_c1_g1_i11
TRINITY_DN1039_c3_g2_i6	TRINITY_DN104802_c0_g2_i1
TRINITY_DN1039_c4_g2_i17	TRINITY_DN104812_c1_g1_i1
TRINITY_DN1039_c6_g1_i10	TRINITY_DN10481_c0_g1_i2
TRINITY_DN1039_c6_g1_i23	TRINITY_DN10481_c2_g1_i1
TRINITY_DN1039_c6_g1_i24	TRINITY_DN10483_c0_g1_i4
TRINITY_DN1039_c6_g1_i30	TRINITY_DN104876_c0_g1_i1
TRINITY_DN1039_c8_g1_i4	TRINITY_DN1048_c0_g2_i3
TRINITY_DN103_c0_g2_i4	TRINITY_DN1048_c0_g4_i1
TRINITY_DN103_c0_g2_i7	TRINITY_DN1048_c0_g5_i1
TRINITY_DN103_c0_g2_i8	TRINITY_DN104905_c0_g2_i1
TRINITY_DN103_c1_g1_i2	TRINITY_DN10490_c0_g1_i2
TRINITY_DN103_c1_g1_i4	TRINITY_DN10490_c1_g1_i3
TRINITY_DN103_c1_g1_i8	TRINITY_DN104913_c0_g1_i1
TRINITY_DN103_c2_g1_i3	TRINITY_DN10491_c0_g2_i3
TRINITY_DN103_c5_g1_i1	TRINITY_DN10492_c0_g1_i1
TRINITY_DN10401_c0_g2_i1	TRINITY_DN10493_c0_g4_i2
TRINITY_DN10401_c1_g1_i1	TRINITY_DN10493_c1_g1_i1
TRINITY_DN10405_c0_g1_i8	TRINITY_DN10495_c0_g2_i9
TRINITY_DN10406_c1_g1_i11	TRINITY_DN10497_c0_g1_i1
TRINITY_DN10406_c1_g1_i3	TRINITY_DN10497_c0_g1_i11
TRINITY_DN10407_c1_g1_i2	TRINITY_DN10497_c0_g3_i1
TRINITY_DN10407_c1_g1_i5	TRINITY_DN104991_c1_g1_i1
TRINITY_DN10407_c1_g3_i1	TRINITY_DN1049_c0_g1_i10
TRINITY_DN10409_c1_g1_i2	TRINITY_DN1049_c0_g1_i2
TRINITY_DN1040_c0_g1_i1	TRINITY_DN1049_c0_g1_i5
TRINITY_DN1040_c0_g3_i1	TRINITY_DN104_c0_g1_i4
TRINITY_DN1040_c0_g4_i1	TRINITY_DN104_c0_g2_i4
TRINITY_DN1040_c1_g1_i1	TRINITY_DN104_c1_g2_i11
TRINITY_DN1040_c1_g1_i2	TRINITY_DN104_c1_g2_i13
TRINITY_DN1040_c2_g1_i1	TRINITY_DN104_c1_g2_i18
TRINITY_DN1040_c2_g2_i8	TRINITY_DN104_c1_g2_i6
TRINITY_DN10410_c2_g1_i1	TRINITY_DN104_c1_g2_i8
TRINITY_DN10410_c2_g1_i2	TRINITY_DN104_c2_g1_i2
TRINITY_DN104119_c0_g3_i1	TRINITY_DN104_c5_g1_i1
TRINITY_DN104119_c0_g5_i1	TRINITY_DN105005_c0_g2_i1
TRINITY_DN10411_c0_g1_i12	TRINITY_DN10505_c0_g3_i2
TRINITY_DN10411_c0_g1_i2	TRINITY_DN10505_c1_g2_i1
TRINITY_DN10411_c1_g1_i4	TRINITY_DN10505_c3_g1_i2
TRINITY_DN10411_c1_g1_i6	TRINITY_DN10506_c0_g1_i1
TRINITY_DN104125_c0_g1_i3	TRINITY_DN1050_c0_g1_i1
TRINITY_DN10412_c0_g1_i1	TRINITY_DN1050_c0_g2_i4
TRINITY_DN104130_c0_g1_i1	TRINITY_DN1050_c0_g3_i2
TRINITY_DN104139_c3_g1_i1	TRINITY_DN1050_c0_g3_i6
TRINITY_DN10413_c0_g1_i1	TRINITY_DN105124_c0_g1_i1
TRINITY_DN10415_c1_g1_i2	TRINITY_DN10512_c0_g1_i1
TRINITY_DN10415_c1_g2_i1	TRINITY_DN10513_c0_g1_i1
TRINITY_DN10418_c0_g1_i1	TRINITY_DN10514_c0_g1_i1
TRINITY_DN10418_c0_g2_i2	TRINITY_DN10517_c0_g1_i1
TRINITY_DN1041_c0_g1_i4	TRINITY_DN105187_c0_g1_i4
TRINITY_DN1041_c0_g1_i7	TRINITY_DN10519_c0_g1_i3
TRINITY_DN1041_c0_g1_i9	TRINITY_DN10519_c5_g1_i1
TRINITY_DN1041_c0_g2_i1	TRINITY_DN1051_c0_g1_i2
TRINITY_DN1041_c1_g1_i1	TRINITY_DN105206_c0_g1_i1
TRINITY_DN1041_c1_g1_i2	TRINITY_DN105208_c0_g1_i1
TRINITY_DN1041_c1_g1_i7	TRINITY_DN105231_c0_g3_i1
TRINITY_DN1041_c1_g2_i1	TRINITY_DN10526_c0_g1_i7
TRINITY_DN1041_c1_g2_i2	TRINITY_DN105287_c0_g1_i2
TRINITY_DN10420_c1_g1_i1	TRINITY_DN10530_c0_g1_i1
TRINITY_DN10421_c1_g1_i1	TRINITY_DN10531_c0_g1_i3
TRINITY_DN10422_c1_g1_i2	TRINITY_DN10533_c0_g1_i1
TRINITY_DN10422_c1_g1_i3	TRINITY_DN105349_c0_g1_i1
TRINITY_DN10424_c0_g1_i1	TRINITY_DN10535_c0_g1_i4
TRINITY_DN10424_c1_g1_i1	TRINITY_DN10536_c0_g1_i2
TRINITY_DN10426_c0_g1_i4	TRINITY_DN1053_c0_g1_i6
TRINITY_DN10428_c1_g1_i1	TRINITY_DN1053_c0_g1_i8
TRINITY_DN104301_c0_g1_i1	TRINITY_DN1053_c0_g2_i2
TRINITY_DN104303_c0_g1_i5	TRINITY_DN10540_c0_g1_i4
TRINITY_DN104303_c2_g1_i2	TRINITY_DN105425_c0_g1_i6
TRINITY_DN104327_c0_g1_i2	TRINITY_DN105425_c1_g1_i1
TRINITY_DN10435_c0_g1_i1	TRINITY_DN10545_c0_g1_i8
TRINITY_DN104363_c4_g1_i1	TRINITY_DN10548_c0_g1_i3
TRINITY_DN104372_c0_g1_i1	TRINITY_DN1054_c0_g1_i13
TRINITY_DN10437_c0_g1_i3	TRINITY_DN1054_c0_g1_i14
TRINITY_DN10437_c0_g1_i6	TRINITY_DN1054_c0_g1_i4
TRINITY_DN1043_c0_g1_i1	TRINITY_DN105501_c0_g1_i1
TRINITY_DN1043_c1_g1_i12	TRINITY_DN10550_c0_g1_i8
TRINITY_DN1043_c1_g1_i9	TRINITY_DN10550_c1_g1_i1
TRINITY_DN10440_c0_g2_i1	TRINITY_DN10554_c0_g2_i1
TRINITY_DN10441_c0_g3_i1	TRINITY_DN10555_c0_g1_i5
TRINITY_DN10444_c1_g1_i1	TRINITY_DN10557_c0_g1_i10
TRINITY_DN10447_c0_g1_i3	TRINITY_DN10557_c0_g1_i2
TRINITY_DN10448_c0_g1_i2	TRINITY_DN10557_c0_g1_i7
TRINITY_DN10449_c0_g1_i8	TRINITY_DN10557_c0_g1_i8
TRINITY_DN1044_c0_g1_i2	TRINITY_DN10557_c0_g1_i9
TRINITY_DN1044_c2_g1_i1	TRINITY_DN10558_c0_g3_i1
TRINITY_DN104524_c0_g1_i2	TRINITY_DN1055_c1_g1_i3
TRINITY_DN104524_c0_g2_i1	TRINITY_DN1055_c1_g1_i6
TRINITY_DN10452_c0_g1_i1	TRINITY_DN1055_c2_g1_i2
TRINITY_DN10453_c0_g4_i2	TRINITY_DN10561_c0_g1_i1
TRINITY_DN10457_c0_g1_i2	TRINITY_DN10563_c0_g2_i2
TRINITY_DN10458_c3_g1_i1	TRINITY_DN10563_c0_g5_i1
TRINITY_DN10459_c0_g1_i1	TRINITY_DN10565_c1_g1_i5
TRINITY_DN10459_c0_g1_i2	TRINITY_DN10566_c0_g2_i1
TRINITY_DN10459_c3_g1_i2	TRINITY_DN10567_c0_g1_i1
TRINITY_DN1045_c0_g2_i2	TRINITY_DN10567_c0_g1_i2
TRINITY_DN1045_c3_g1_i3	TRINITY_DN10567_c0_g1_i7
TRINITY_DN10466_c0_g1_i6	TRINITY_DN10568_c0_g2_i1
TRINITY_DN10466_c2_g1_i1	TRINITY_DN10569_c0_g1_i6
TRINITY_DN10467_c0_g5_i1	TRINITY_DN10569_c0_g2_i1
TRINITY_DN10468_c0_g1_i1	TRINITY_DN1056_c0_g3_i2
TRINITY_DN10469_c0_g1_i1	TRINITY_DN10570_c0_g1_i1
TRINITY_DN1046_c1_g1_i3	TRINITY_DN105736_c0_g1_i3
TRINITY_DN1046_c1_g2_i1	TRINITY_DN10573_c0_g1_i2
TRINITY_DN1046_c2_g1_i3	TRINITY_DN10576_c0_g1_i7
TRINITY_DN1046_c2_g1_i5	TRINITY_DN10579_c0_g1_i7
TRINITY_DN1046_c2_g1_i6	TRINITY_DN10580_c4_g1_i1
TRINITY_DN1046_c2_g1_i7	TRINITY_DN10581_c0_g1_i7
TRINITY_DN1046_c2_g1_i8	TRINITY_DN10584_c0_g1_i8
TRINITY_DN1046_c6_g1_i1	TRINITY_DN10584_c2_g1_i3
TRINITY_DN10471_c0_g1_i2	TRINITY_DN10585_c0_g1_i1
TRINITY_DN10471_c0_g1_i3	TRINITY_DN10585_c0_g1_i4
TRINITY_DN10471_c0_g3_i1	TRINITY_DN1058_c0_g1_i1
TRINITY_DN10474_c0_g1_i3	TRINITY_DN1058_c1_g1_i1
TRINITY_DN10474_c0_g2_i1	TRINITY_DN1058_c9_g1_i6
TRINITY_DN104767_c1_g1_i1	TRINITY_DN105901_c0_g2_i4
TRINITY_DN10476_c0_g1_i3	TRINITY_DN10590_c0_g1_i5
TRINITY_DN10478_c0_g1_i6	TRINITY_DN10591_c0_g1_i7
TRINITY_DN1047_c0_g1_i10	TRINITY_DN10591_c2_g1_i1
TRINITY_DN1047_c0_g1_i12	TRINITY_DN105933_c0_g1_i1
TRINITY_DN1047_c0_g1_i13	TRINITY_DN10593_c0_g1_i3
TRINITY_DN1047_c0_g1_i16	TRINITY_DN10593_c0_g1_i5
TRINITY_DN1047_c0_g1_i3	TRINITY_DN10594_c0_g1_i1
TRINITY_DN1047_c0_g1_i4	TRINITY_DN10595_c0_g1_i1
TRINITY_DN1047_c0_g1_i6	TRINITY_DN105966_c0_g1_i2
TRINITY_DN1047_c0_g1_i9	TRINITY_DN105966_c0_g1_i6
TRINITY_DN1047_c0_g2_i2	TRINITY_DN10597_c1_g1_i3
TRINITY_DN1047_c0_g2_i3	TRINITY_DN10598_c0_g1_i1
TRINITY_DN1047_c11_g1_i2	TRINITY_DN10598_c0_g1_i3
TRINITY_DN1047_c11_g1_i4	TRINITY_DN10598_c0_g1_i6
TRINITY_DN1047_c1_g1_i1	TRINITY_DN10598_c0_g1_i7
TRINITY_DN1047_c1_g1_i3	TRINITY_DN1059_c0_g2_i4
TRINITY_DN1047_c1_g1_i8	TRINITY_DN1059_c0_g2_i8
TRINITY_DN10481_c0_g1_i1	TRINITY_DN1059_c0_g3_i1
TRINITY_DN10481_c0_g1_i3	TRINITY_DN1059_c2_g1_i1
TRINITY_DN10481_c0_g1_i5	TRINITY_DN105_c0_g5_i1
TRINITY_DN10481_c1_g1_i2	TRINITY_DN10600_c0_g1_i1
TRINITY_DN10482_c0_g1_i2	TRINITY_DN106017_c1_g1_i1
TRINITY_DN10483_c0_g1_i3	TRINITY_DN106017_c1_g2_i1
TRINITY_DN104861_c0_g1_i2	TRINITY_DN10603_c0_g1_i3
TRINITY_DN104876_c0_g2_i1	TRINITY_DN106050_c0_g1_i4
TRINITY_DN10489_c0_g1_i1	TRINITY_DN10606_c0_g2_i1
TRINITY_DN10489_c0_g1_i2	TRINITY_DN10608_c0_g1_i12
TRINITY_DN1048_c0_g1_i3	TRINITY_DN10608_c0_g1_i17
TRINITY_DN1048_c0_g2_i4	TRINITY_DN10608_c0_g1_i19
TRINITY_DN1048_c0_g4_i3	TRINITY_DN10608_c0_g1_i2
TRINITY_DN1048_c0_g4_i5	TRINITY_DN1060_c0_g2_i8
TRINITY_DN10490_c0_g1_i1	TRINITY_DN10611_c0_g1_i4
TRINITY_DN10491_c1_g5_i1	TRINITY_DN10611_c0_g2_i1
TRINITY_DN10492_c0_g1_i5	TRINITY_DN106125_c0_g1_i1
TRINITY_DN10492_c0_g1_i9	TRINITY_DN10613_c0_g1_i1
TRINITY_DN104931_c1_g2_i1	TRINITY_DN10613_c0_g1_i2
TRINITY_DN104934_c0_g2_i1	TRINITY_DN10614_c0_g1_i1
TRINITY_DN10493_c1_g1_i4	TRINITY_DN106172_c0_g1_i4
TRINITY_DN104959_c0_g1_i1	TRINITY_DN10617_c0_g1_i7
TRINITY_DN10495_c0_g3_i1	TRINITY_DN10618_c0_g1_i16
TRINITY_DN10497_c0_g1_i2	TRINITY_DN106193_c0_g1_i2
TRINITY_DN10497_c0_g1_i7	TRINITY_DN106197_c0_g1_i1
TRINITY_DN10498_c0_g5_i1	TRINITY_DN10620_c0_g1_i1
TRINITY_DN10498_c1_g2_i1	TRINITY_DN10620_c0_g2_i1
