transcript_id TPM FPKM fold.change log2.FC
TRINITY_DN13526_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN13526_c1_g1_i2 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN13539_c0_g2_i3 0.03 0.02 0.0172145269050599 -5.86022965691236
TRINITY_DN1358_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN13607_c0_g2_i7 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN136252_c0_g3_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1366_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN1366_c0_g1_i4 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1379_c0_g1_i4 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN13816_c0_g1_i2 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN13832_c0_g1_i5 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN13846_c0_g1_i2 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN138843_c0_g1_i2 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1391_c0_g1_i17 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN139246_c0_g1_i2 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN139412_c0_g1_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN13945_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN1394_c0_g1_i14 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1394_c0_g1_i3 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN1395_c0_g1_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN13969_c0_g2_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN13969_c1_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN13995_c1_g1_i2 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN13998_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN140112_c0_g1_i1 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN1404_c14_g1_i2 0.02 0.01 0.0114763512700399 -6.44519215763351
TRINITY_DN140716_c1_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN140_c1_g1_i8 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14150_c0_g1_i14 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14150_c0_g1_i8 0.03 0.02 0.0172145269050599 -5.86022965691236
TRINITY_DN141575_c0_g1_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN14211_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14212_c1_g1_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN14219_c0_g3_i6 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN142306_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN1423_c0_g1_i17 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN142619_c1_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14268_c1_g3_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN14284_c0_g1_i11 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN143018_c0_g1_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN14334_c0_g1_i2 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN143676_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14388_c1_g1_i2 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN144370_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14451_c0_g1_i1 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN145053_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN145126_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14548_c0_g3_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN145514_c0_g3_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14598_c0_g1_i12 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14598_c0_g1_i5 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN14621_c0_g2_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN146287_c0_g1_i6 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN146536_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14654_c0_g1_i6 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN14654_c0_g1_i9 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN146569_c1_g1_i3 0.05 0.04 0.0286908781750999 -5.12326406274615
